# Genepanel: PU Version: 01 Date: 2016-10-14        Post-processed: 2016-10-20 Removed genes: 2016-10-21
#gene symbol	phenotype	inheritance	omim_number	pmid	inheritance info	comment
GBA	Gaucher disease, type III	AR	231000			
GBA	Gaucher disease, type IIIC	AR	231005			
GBA	{Lewy body dementia, susceptibility to}	AD	127750			
GBA	{Parkinson disease, late-onset, susceptibility to}	IC	168600			
GBA2	Spastic paraplegia 46, autosomal recessive	AR	614409			
GCDH	Glutaricaciduria, type I	AR	231670			
GCH1	Dystonia, DOPA-responsive, with or without hyperphenylalaninemia	AD;AR	128230			
GCH1	Hyperphenylalaninemia, BH4-deficient, B	AR	233910			
GCSH	Glycine encephalopathy	AR	605899			
GDI1	Mental retardation, X-linked 41	XD	300849			
GFAP	Alexander disease	AD	203450			
GFER	Myopathy, mitochondrial progressive, with congenital cataract, hearing loss, and developmental delay		613076			
GFM1	Combined oxidative phosphorylation deficiency 1	AR	609060			
GJA1	Craniometaphyseal dysplasia, autosomal recessive	AR	218400			
GJA1	Erythrokeratodermia variabilis et progressiva	AD;AR	133200			
GJA1	Oculodentodigital dysplasia	AD	164200			
GJA1	Oculodentodigital dysplasia, autosomal recessive	AR	257850			
GJA1	Palmoplantar keratoderma with congenital alopecia	AD	104100			
GJC2	Leukodystrophy, hypomyelinating, 2	AR	608804			
GJC2	Lymphedema, hereditary, IC	AD	613480			
GJC2	Spastic paraplegia 44, autosomal recessive	AR	613206			
GK	Glycerol kinase deficiency	XR	307030			
GLB1	GM1-gangliosidosis, type I	AR	230500			
GLB1	GM1-gangliosidosis, type II	AR	230600			
GLB1	GM1-gangliosidosis, type III	AR	230650			
GLB1	Mucopolysaccharidosis type IVB (Morquio)	AR	253010			
GLDC	Glycine encephalopathy	AR	605899			
GLI2	Culler-Jones syndrome	AD	615849			
GLI2	Holoprosencephaly 9	AD	610829			
GLI3	Greig cephalopolysyndactyly syndrome	AD	175700			
GLI3	Pallister-Hall syndrome	AD	146510			
GLI3	Polydactyly, postaxial, types A1 and B	AD	174200			
GLI3	Polydactyly, preaxial, type IV	AD	174700			
GLUD1	Hyperinsulinism-hyperammonemia syndrome	AD	606762			
GLUL	Glutamine deficiency, congenital	AR	610015			
GM2A	GM2-gangliosidosis, AB variant	AR	272750			
GMPPA	Alacrima, achalasia, and mental retardation syndrome	AR	615510			
GMPPB	Muscular dystrophy-dystroglycanopathy (congenital with brain and eye anomalies), type A, 14	AR	615350			
GMPPB	Muscular dystrophy-dystroglycanopathy (congenital with mental retardation), type B, 14	AR	615351			
GMPPB	Muscular dystrophy-dystroglycanopathy (limb-girdle), type C, 14	AR	615352			
GNAO1	Epileptic encephalopathy, early infantile, 17	AD	615473			
GNAS	McCune-Albright syndrome, somatic, mosaic		174800			
GNAS	Pseudohypoparathyroidism Ia	AD	103580			
GNAS	Pseudohypoparathyroidism Ib	AD	603233			
GNAS	Pseudohypoparathyroidism Ic	AD	612462			
GNAS	Pseudopseudohypoparathyroidism	AD	612463			
GNPAT	Rhizomelic chondrodysplasia punctata, type 2	AR	222765			
GNPTAB	Mucolipidosis II alpha/beta	AR	252500			
GNPTAB	Mucolipidosis III alpha/beta	AR	252600			
GNPTG	Mucolipidosis III gamma	AR	252605			
GNS	Mucopolysaccharidosis type IIID	AR	252940			
GPC3	Simpson-Golabi-Behmel syndrome, type 1	XR	312870			
GPR56	Polymicrogyria, bilateral frontoparietal	AR	606854			
GPR56	Polymicrogyria, bilateral perisylvian	AR	615752			
GPSM2	Chudley-McCullough syndrome	AR	604213			
GRIA3	Mental retardation, X-linked 94	XR	300699			
GRIK2	Mental retardation, autosomal recessive, 6	AR	611092			
GRIN1	Mental retardation, autosomal dominant 8	AD	614254			
GRIN2A	Epilepsy, focal, with speech disorder and with or without mental retardation	AD	245570			
GRIN2B	Epileptic encephalopathy, early infantile, 27	AD	616139			
GRIN2B	Mental retardation, autosomal dominant 6	Ad	613970			
GRM1	Spinocerebellar ataxia, autosomal recessive 13	AR	614831			
GTF2H5	Trichothiodystrophy 3, photosensitive	AR	616395			
GUSB	Mucopolysaccharidosis VII	AR	253220			
HADH	3-hydroxyacyl-CoA dehydrogenase deficiency		231530			
HCCS	Linear skin defects with multiple congenital anomalies 1	XD	309801			
HCFC1	Mental retardation, X-linked 3 (methylmalonic acidemia and homocysteinemia, cblX type )	XR	309541			
HCN1	Epileptic encephalopathy, early infantile, 24	AD	615871			
HDAC8	Cornelia de Lange syndrome 5	XD	300882			
HESX1	Growth hormone deficiency with pituitary anomalies	AD;AR	182230			
HESX1	Pituitary hormone deficiency, combined, 5	AD;AR	182230			
HESX1	Septooptic dysplasia	AD;AR	182230			
HEXA	GM2-gangliosidosis, several forms	AR	272800			
HEXA	Tay-Sachs disease	AR	272800			
HEXA	[Hex A pseudodeficiency]	AR	272800			
HEXB	Sandhoff disease, infantile, juvenile, and adult forms	AR	268800			
HGSNAT	Mucopolysaccharidosis type IIIC (Sanfilippo C)	AR	252930			
HGSNAT	Retinitis pigmentosa 73	AR	616544			
HIBCH	3-hydroxyisobutryl-CoA hydrolase deficiency	AR	250620			
HLCS	Holocarboxylase synthetase deficiency	AR	253270			
HMGCL	HMG-CoA lyase deficiency	AR	246450			
HMGCS2	HMG-CoA synthase-2 deficiency	AR	605911			
HOXA1	Athabaskan brainstem dysgenesis syndrome	AR	601536			
HOXA1	Bosley-Salih-Alorainy syndrome	AR	601536			
HPD	Hawkinsinuria	AD	140350			
HPD	Tyrosinemia, type III	AR	276710			
HPRT1	HPRT-related gout	XR	300323			
HPRT1	Lesch-Nyhan syndrome	XR	300322			
HRAS	Congenital myopathy with excess of muscle spindles	AD;IC	218040			
HRAS	Costello syndrome	AD;IC	218040			
HRAS	Schimmelpenning-Feuerstein-Mims syndrome, somatic mosaic		163200			
HSD17B10	17-beta-hydroxysteroid dehydrogenase X deficiency	XD	300438			
HSD17B10	?Mental retardation, X-linked syndromic 10	XR	300220			
HSD17B4	D-bifunctional protein deficiency	AR	261515			
HSD17B4	Perrault syndrome 1	AR	233400			
HSPD1	Leukodystrophy, hypomyelinating, 4	AR	612233			
HSPD1	Spastic paraplegia 13, autosomal dominant	AD	605280			
HSPG2	Dyssegmental dysplasia, Silverman-Handmaker type	AR	224410			
HSPG2	Schwartz-Jampel syndrome, type 1	AR	255800			
HUWE1	Mental retardation, X-linked syndromic, Turner type	XL	300706			
HYLS1	Hydrolethalus syndrome	AR	236680			
IDS	Mucopolysaccharidosis II	XR	309900			
IDUA	Mucopolysaccharidosis Ih	AR	607014			
IDUA	Mucopolysaccharidosis Ih/s	AR	607015			
IDUA	Mucopolysaccharidosis Is	AR	607016			
IFIH1	Aicardi-Goutieres syndrome 7	AD	615846			
IFIH1	Singleton-Merten syndrome 1	AD	182250			
IFT140	Short-rib thoracic dysplasia 9 with or without polydactyly	AR	266920			
IFT172	Retinitis pigmentosa 71	AR	616394			
IFT172	Short-rib thoracic dysplasia 10 with or without polydactyly	AR	615630			
IGBP1	Corpus callosum, agenesis of, with mental retardation, ocular coloboma and micrognathia	XR	300472			
IGF1	Growth retardation with deafness and mental retardation due to IGF1 deficiency	AR	608747			
IGF1R	Insulin-like growth factor I, resistance to	AD;AR	270450			
IL1RAPL1	Mental retardation, X-linked 21/34	XR	300143			
INPP5E	Joubert syndrome 1	AR	213300			
INPP5E	Mental retardation, truncal obesity, retinal dystrophy, and micropenis	AR	610156			
IQSEC2	Mental retardation, X-linked 1/78	XD	309530			
IRX5	Hamamy syndrome	AR	611174			
ISPD	Muscular dystrophy-dystroglycanopathy (congenital with brain and eye anomalies), type A, 7	AR	614643			
ISPD	Muscular dystrophy-dystroglycanopathy (limb-girdle), type C, 7	AR	616052			
ITCH	Autoimmune disease, multisystem, with facial dysmorphism	AR	613385			
ITGA7	Muscular dystrophy, congenital, due to ITGA7 deficiency	AR	613204			
ITPR1	Gillespie syndrome	AD	206700			
ITPR1	Spinocerebellar ataxia 15	AD	606658			
ITPR1	Spinocerebellar ataxia 29, congenital nonprogressive	AD	117360			
IVD	Isovaleric acidemia	AR	243500			
JAG1	Alagille syndrome 1	AD	118450			
JAM3	Hemorrhagic destruction of the brain, subependymal calcification, and cataracts	AR	613730			
KANK1	Cerebral palsy, spastic quadriplegic, 2		612900			Maternal imprinting
KANSL1	Koolen-De Vries syndrome	AD	610443			
KAT6B	Genitopatellar syndrome	AD	606170			
KAT6B	SBBYSS syndrome	AD	603736			
KCNH1	Temple-Baraitser syndrome	AD	611816			
KCNH1	Zimmermann-Laband syndrome 1	AD	135500			
KCNJ10	Enlarged vestibular aqueduct, digenic	AR	600791			
KCNJ10	SESAME syndrome	AR	612780			
KCNMA1	Generalized epilepsy and paroxysmal dyskinesia	AD	609446			
KCNQ2	Epileptic encephalopathy, early infantile, 7	AD	613720			
KCNQ2	Myokymia	AD	121200			
KCNQ2	Seizures, benign neonatal, 1	AD	121200			
KCNT1	Epilepsy, nocturnal frontal lobe, 5	AD	615005			
KCNT1	Epileptic encephalopathy, early infantile, 14	AD	614959			
KCTD7	Epilepsy, progressive myoclonic 3, with or without intracellular inclusions	AR	611726			
KDM5C	Mental retardation, X-linked, syndromic, Claes-Jensen type	XR	300534			
KDM6A	Kabuki syndrome 2	XD	300867			
KIAA0226	?Spinocerebellar ataxia, autosomal recessive 15	AR	615705			
KIAA1279	Goldberg-Shprintzen megacolon syndrome	AR	609460			
KIAA2022	Mental retardation, X-linked 98	XR	300912			
KIF11	Microcephaly with or without chorioretinopathy, lymphedema, or mental retardation	AD	152950			
KIF1A	Mental retardation, autosomal dominant 9	AD	614255			
KIF1A	Neuropathy, hereditary sensory, type IIC	AR	614213			
KIF1A	Spastic paraplegia 30, autosomal recessive	AR	610357			
KIF2A	Cortical dysplasia, complex, with other brain malformations 3	AD	615411			
KIF4A	?Mental retardation, X-linked 100	XR	300923			
KIF5C	Cortical dysplasia, complex, with other brain malformations 2	AD	615282			
KIF7	?Al-Gazali-Bakalinova syndrome	AR	607131			
KIF7	?Hydrolethalus syndrome 2	AR	614120			
KIF7	Acrocallosal syndrome	AR	200990			
KIF7	Joubert syndrome 12	AR	200990			
KIRREL3	Mental retardation, autosomal dominant 4	AD	612581			
KLHL40	Nemaline myopathy 8, autosomal recessive	AR	615348			
KMT2A	Leukemia, myeloid/lymphoid or mixed-lineage	AD	159555			
KMT2A	Wiedemann-Steiner syndrome	AD	605130			
KMT2D	Kabuki syndrome 1	AD	147920			
KPTN	Mental retardation, autosomal recessive 41	AR	615637			
KRAS	Cardiofaciocutaneous syndrome 2	AD	615278			
KRAS	Noonan syndrome 3	AD	609942			
L1CAM	CRASH syndrome	XR	303350			
L1CAM	Corpus callosum, partial agenesis of	X	304100			
L1CAM	Hydrocephalus due to aqueductal stenosis	XR	307000			
L1CAM	Hydrocephalus with Hirschsprung disease	XR	307000			
L1CAM	Hydrocephalus with congenital idiopathic intestinal pseudoobstruction	XR	307000			
L1CAM	MASA syndrome	XR	303350			
L2HGDH	L-2-hydroxyglutaric aciduria	AR	236792			
LAMA1	Poretti-Boltshauser syndrome	AR	615960			
LAMA2	Muscular dystrophy, congenital merosin-deficient	AR	607855			
LAMA2	Muscular dystrophy, congenital, due to partial LAMA2 deficiency	AR	607855			
LAMB1	Lissencephaly 5	AR	615191			
LAMC3	Cortical malformations, occipital	AR	614115			
LAMP2	Danon disease	XD	300257			
LARGE	Muscular dystrophy-dystroglycanopathy (congenital with brain and eye anomalies), type A, 6	AR	613154			
LARGE	Muscular dystrophy-dystroglycanopathy (congenital with mental retardation), type B, 6	AR	608840			
LARP7	Alazami syndrome	AR	615071			
LHX3	Pituitary hormone deficiency, combined, 3	AR	221750			
LHX4	Pituitary hormone deficiency, combined, 4	AD	262700			
LIG4	LIG4 syndrome	AR	606593			
LINS	Mental retardation, autosomal recessive 27	AR	614340			
LMBRD1	Methylmalonic aciduria and homocystinuria, cblF type	AR	277380			
LRP2	Donnai-Barrow syndrome	AR	222448			
LRP5	Exudative vitreoretinopathy 4	AD;AR	601813			
LRP5	Osteopetrosis, autosomal dominant 1	AD	607634			
LRP5	Osteoporosis-pseudoglioma syndrome	AR	259770			
LRP5	Osteosclerosis	AD	144750			
LRP5	van Buchem disease, type 2	AD	607636			
LRPPRC	Leigh syndrome, French-Canadian type	AR	220111			
LYST	Chediak-Higashi syndrome	AR	214500			
MAB21L2	Microphthalmia, syndromic 14	AD;AR	615877			
MAGEL2	Schaaf-Yang syndrome	AD	615547			
MAN1B1	Mental retardation, autosomal recessive 15	AR	614202			
MAN2B1	Mannosidosis, alpha-, types I and II	AR	248500			
MANBA	Mannosidosis, beta	AR	248510			
MAOA	Brunner syndrome	XR	300615			
MAOA	{Antisocial behavior}	XR	300615			
MAP2K1	Cardiofaciocutaneous syndrome 3	AD	615279			
MAP2K2	Cardiofaciocutaneous syndrome 4	AD	615280			
MASP1	3MC syndrome 1	AR	257920			
MAT1A	Hypermethioninemia, persistent, autosomal dominant, due to methionine adenosyltransferase I/III deficiency	AD;AR	250850			
MAT1A	Methionine adenosyltransferase deficiency, autosomal recessive	AD;AR	250850			
MBD5	Mental retardation, autosomal dominant 1	AD	156200			
MCCC1	3-Methylcrotonyl-CoA carboxylase 1 deficiency	AR	210200			
MCCC2	3-Methylcrotonyl-CoA carboxylase 2 deficiency	AR	210210			
MCOLN1	Mucolipidosis IV	AR	252650			
MCPH1	Microcephaly 1, primary, autosomal recessive	AR	251200			
MECP2	Encephalopathy, neonatal severe	XR	300673			
MECP2	Mental retardation, X-linked syndromic, Lubs type	XR	300260			
MECP2	Mental retardation, X-linked, syndromic 13	XR	300055			
MECP2	Rett syndrome	XD	312750			
MECP2	Rett syndrome, atypical	XD	312750			
MECP2	Rett syndrome, preserved speech variant	XD	312750			
MED12	Lujan-Fryns syndrome	XR	309520			
MED12	Ohdo syndrome, X-linked	XR	300895			
MED12	Opitz-Kaveggia syndrome	XR	305450			
MED17	Microcephaly, postnatal progressive, with seizures and brain atrophy	AR	613668			
MED23	Mental retardation, autosomal recessive 18	AR	614249			
MEF2C	Chromosome 5q14.3 deletion syndrome	AD	613443			
MEF2C	Mental retardation, stereotypic movements, epilepsy, and/or cerebral malformations	AD	613443			
MEGF10	Myopathy, areflexia, respiratory distress, and dysphagia, early-onset	AR	614399			
MEGF10	Myopathy, areflexia, respiratory distress, and dysphagia, early-onset, mild variant	AR	614399			
MEGF8	Carpenter syndrome 2	AR	614976			
MFSD8	Ceroid lipofuscinosis, neuronal, 7	AR	610951			
MFSD8	Macular dystrophy with central cone involvement	AR	616170			
MGAT2	Congenital disorder of glycosylation, type IIa	AR	212066			
MGP	Keutel syndrome	AR	245150			
MICU1	Myopathy with extrapyramidal signs	AR	615673			
MID1	Opitz GBBB syndrome, type I	XR	300000			
MKKS	Bardet-Biedl syndrome 6	AR	605231			
MKKS	McKusick-Kaufman syndrome	AR	236700			
MKS1	Bardet-Biedl syndrome 13	AR	615990			
MKS1	Joubert syndrome 28		617121			
MKS1	Meckel syndrome 1	AR	249000			
MLC1	Megalencephalic leukoencephalopathy with subcortical cysts	AR	604004			
MLYCD	Malonyl-CoA decarboxylase deficiency	AR	248360			
MMAA	Methylmalonic aciduria, vitamin B12-responsive	AR	251100			
MMAB	Methylmalonic aciduria, vitamin B12-responsive, due to defect in synthesis of adenosylcobalamin, cblB complementation type	AR	251110			
MMACHC	Methylmalonic aciduria and homocystinuria, cblC type	AR	277400			
MMADHC	Homocystinuria, cblD type, variant 1	AR	277410			
MMADHC	Methylmalonic aciduria and homocystinuria, cblD type	AR	277410			
MMADHC	Methylmalonic aciduria, cblD type, variant 2	AR	277410			
MOCS1	Molybdenum cofactor deficiency A	AR	252150			
MOCS2	Molybdenum cofactor deficiency B	AR	252160			
MOGS	Congenital disorder of glycosylation, type IIb	AR	606056			
MPDU1	Congenital disorder of glycosylation, type If	AR	609180			
MPLKIP	Trichothiodystrophy 4, nonphotosensitive	AR	234050			
MPV17	Mitochondrial DNA depletion syndrome 6 (hepatocerebral type)	AR	256810			
MRE11A	Ataxia-telangiectasia-like disorder	AR	604391			
MTHFR	Homocystinuria due to MTHFR deficiency	AR	236250			
MTO1	Combined oxidative phosphorylation deficiency 10	AR	614702			
MTR	Homocystinuria-megaloblastic anemia, cblG complementation type	AR	250940			
MTR	{Neural tube defects, folate-sensitive, susceptibility to}	AR	601634			
MTRR	Homocystinuria-megaloblastic anemia, cbl E type	AR	236270			
MTRR	{Neural tube defects, folate-sensitive, susceptibility to}	AR	601634			
MUT	Methylmalonic aciduria, mut(0) type	AR	251000			
MYCN	Feingold syndrome	AD	164280			
MYH3	Arthrogryposis, distal, type 2A	AD	193700			
MYH3	Arthrogryposis, distal, type 2B	AD	601680			
MYH3	Arthrogryposis, distal, type 8	AD	178110			
MYO5A	Griscelli syndrome, type 1	AR	214450			
NAA10	?Microphthalmia, syndromic 1	X	309800			
NAA10	Ogden syndrome	XR;XD	300855			
NAGA	Kanzaki disease	AR	609242			
NAGA	Schindler disease, type I	AR	609241			
NAGA	Schindler disease, type III	AR	609241			
NAGLU	?Charcot-Marie-Tooth disease, axonal, type 2V	AD	616491			
NAGLU	Mucopolysaccharidosis type IIIB (Sanfilippo B)	AR	252920			
NAGS	N-acetylglutamate synthase deficiency	AR	237310			
NALCN	Congenital contractures of the limbs and face, hypotonia, and developmental delay	AD	616266			
NALCN	Hypotonia, infantile, with psychomotor retardation and characteristic facies 1	AR	615419			
NBN	Nijmegen breakage syndrome	AR	251260			
NDE1	?Microhydranencephaly	AR	605013			
NDE1	Lissencephaly 4 (with microcephaly)	AR	614019			
NDP	Norrie disease	XR	310600			
NDST1	Mental retardation, autosomal recessive 46	AR	616116			
NDUFA1	Mitochondrial complex I deficiency	M;XD;AR	252010			
NDUFAF2	Leigh syndrome	M;AR	256000			
NDUFAF2	Mitochondrial complex I deficiency	M;XD;AR	252010			
NDUFS1	Mitochondrial complex I deficiency	M;XD;AR	252010			
NDUFS4	Leigh syndrome	M;AR	256000			
NDUFS4	Mitochondrial complex I deficiency	M;XD;AR	252010			
NDUFS7	Leigh syndrome	M;AR	256000			
NDUFS8	Leigh syndrome due to mitochondrial complex I deficiency	M;AR	256000			
NDUFV1	Mitochondrial complex I deficiency	M;XD;AR	252010			
NEK1	Short-rib thoracic dysplasia 6 with or without polydactyly	DR;AR	263520			
NEU1	Sialidosis, type I	AR	256550			
NEU1	Sialidosis, type II	AR	256550			
NF1	Leukemia, juvenile myelomonocytic	SMu;AD	607785			
NF1	Neurofibromatosis, familial spinal	AD	162210			
NF1	Neurofibromatosis, type 1	AD	162200			
NF1	Neurofibromatosis-Noonan syndrome	AD	601321			
NF1	Watson syndrome	AD	193520			
NFIX	Marshall-Smith syndrome	AD	602535			
NFIX	Sotos syndrome 2	AD	614753			
NFU1	Multiple mitochondrial dysfunctions syndrome 1	AR	605711			
NGLY1	Congenital disorder of deglycosylation	AR	615273			
NHP2	Dyskeratosis congenita, autosomal recessive 2	AR	613987			
NHS	Cataract 40, X-linked	X	302200			
NHS	Nance-Horan syndrome	XD	302350			
NIPBL	Cornelia de Lange syndrome 1	AD	122470			
NKX2-1	Choreoathetosis, hypothyroidism, and neonatal respiratory distress	AD	610978			
NOP10	Dyskeratosis congenita, autosomal recessive 1	AR	224230			
NOTCH1	Adams-Oliver syndrome 5	AD	616028			
NOTCH1	Aortic valve disease 1	AD	109730			
NPC1	Niemann-Pick disease, type C1	AR	257220			
NPC1	Niemann-Pick disease, type D	AR	257220			
NPC2	Niemann-pick disease, type C2	AR	607625			
NPHP1	Joubert syndrome 4	AR	609583			
NPHP1	Nephronophthisis 1, juvenile	AR	256100			
NPHP1	Senior-Loken syndrome-1	AR	266900			
NPHP3	Meckel syndrome 7	AR	267010			
NPHP3	Nephronophthisis 3	AR	604387			
NPHP3	Renal-hepatic-pancreatic dysplasia 1	AR	208540			
NR2F1	Bosch-Boonstra-Schaaf optic atrophy syndrome	AD	615722			
NRAS	?RAS-associated autoimmune lymphoproliferative syndrome type IV, somatic		614470			
NRAS	Noonan syndrome 6	AD	613224			
NRAS	Schimmelpenning-Feuerstein-Mims syndrome, somatic mosaic		163200			
NRXN1	Pitt-Hopkins-like syndrome 2	AR	614325			
NSD1	Beckwith-Wiedemann syndrome	AD	130650			
NSD1	Leukemia, acute myeloid	AD	601626			
NSD1	Sotos syndrome 1	AD	117550			
NSDHL	CHILD syndrome	XD	308050			
NSDHL	CK syndrome	XR	300831			
NSUN2	Mental retardation, autosomal recessive 5	AR	611091			
NUBPL	Mitochondrial complex I deficiency	M;XD;AR	252010			
NUP62	Striatonigral degeneration, infantile	AR	271930			
OCRL	Dent disease 2	XR	300555			
OCRL	Lowe syndrome	XR	309000			
OFD1	?Retinitis pigmentosa 23	XR	300424			
OFD1	Joubert syndrome 10	XR	300804			
OFD1	Orofaciodigital syndrome I	XD	311200			
OFD1	Simpson-Golabi-Behmel syndrome, type 2	XR	300209			
OPHN1	Mental retardation, X-linked, with cerebellar hypoplasia and distinctive facial appearance	XR	300486			
ORC1	Meier-Gorlin syndrome 1	AR	224690			
OTC	Ornithine transcarbamylase deficiency	XR	311250			
OTX2	Microphthalmia, syndromic 5	AD	610125			
OTX2	Pituitary hormone deficiency, combined, 6	AD	613986			
OTX2	Retinal dystrophy, early-onset, with or without pituitary dysfunction	AD	610125			
PACS1	Schuss-Hoeijmakers sydnrome	AD	615009			
PAFAH1B1	Lissencephaly 1	IC	607432			
PAFAH1B1	Subcortical laminar heterotopia	IC	607432			
PAH	Phenylketonuria	AR	261600			
PAH	[Hyperphenylalaninemia, non-PKU mild]	AR	261600			
PAK3	Mental retardation, X-linked 30/47	XR	300558			
PALB2	Fanconi anemia, complementation group N	AR	610832			
PAX8	Hypothyroidism, congenital, due to thyroid dysgenesis or hypoplasia	AD	218700			
PC	Pyruvate carboxylase deficiency	AR	266150			
PC	Thrombophilia due to protein C deficiency, autosomal dominant	AD	176860			
PC	Thrombophilia due to protein C deficiency, autosomal recessive	AR	612304			
PCBD1	Hyperphenylalaninemia, BH4-deficient, D	AR	264070			
PCCA	Propionicacidemia	AR	606054			
PCCB	Propionicacidemia	AR	606054			
PCDH19	Epileptic encephalopathy, early infantile, 9	X	300088			
PCGF2	No phenotype in OMIM	AD				 doi: 10.1038/nature14135 Har ingen omim fenotype, men bør inkluderes likevel, funn hos to individer i DDD (uxatjr)
PCNT	Microcephalic osteodysplastic primordial dwarfism, type II	AR	210720			
PDE4D	Acrodysostosis 2, with or without hormone resistance	AD	614613			
PDHA1	Pyruvate dehydrogenase E1-alpha deficiency	XD	312170			
PDHX	Lacticacidemia due to PDX1 deficiency	AR	245349			
PDSS1	Coenzyme Q10 deficiency, primary, 2	AR	614651			
PDSS2	Coenzyme Q10 deficiency, primary, 3	AR	614652			
PEPD	Prolidase deficiency	AR	170100			
PET100	Mitochondrial complex IV deficiency	M;AR	220110			
PEX1	Heimler syndrome 1	AR	234580			
PEX1	Peroxisome biogenesis disorder 1A (Zellweger)	AR	214100			
PEX1	Peroxisome biogenesis disorder 1B (NALD/IRD)	AR	601539			
PEX10	Peroxisome biogenesis disorder 6A (Zellweger)	AR	614870			
PEX10	Peroxisome biogenesis disorder 6B	AR	614871			
PEX12	Peroxisome biogenesis disorder 3A (Zellweger)	AR	614859			
PEX12	Peroxisome biogenesis disorder 3B	AR	266510			
PEX13	Peroxisome biogenesis disorder 11A (Zellweger)	AR	614883			
PEX13	Peroxisome biogenesis disorder 11B	AR	614885			
PEX14	Peroxisome biogenesis disorder 13A (Zellweger)	AR	614887			
PEX16	Peroxisome biogenesis disorder 8A, (Zellweger)	AR	614876			
PEX16	Peroxisome biogenesis disorder 8B	AR	614877			
PEX19	Peroxisome biogenesis disorder 12A (Zellweger)	AR	614886			
PEX2	Peroxisome biogenesis disorder 5A (Zellweger)	AR	614866			
PEX2	Peroxisome biogenesis disorder 5B	AR	614867			
PEX26	Peroxisome biogenesis disorder 7A (Zellweger)	AR	614872			
PEX26	Peroxisome biogenesis disorder 7B	AR	614873			
PEX3	Peroxisome biogenesis disorder 10A (Zellweger)	AR	614882			
PEX5	Peroxisome biogenesis disorder 2A (Zellweger)	AR	214110			
PEX5	Peroxisome biogenesis disorder 2B	AR	202370			
PEX5	Rhizomelic chondrodysplasia punctata, type 5	AR	616716			
PEX6	Heimler syndrome 2	AR	616617			
PEX6	Peroxisome biogenesis disorder 4A (Zellweger)	AR	614862			
PEX6	Peroxisome biogenesis disorder 4B	AR	614863			
PEX7	Peroxisome biogenesis disorder 9B	AR	614879			
PEX7	Rhizomelic chondrodysplasia punctata, type 1	AR	215100			
PGAP2	Hyperphosphatasia with mental retardation syndrome 3	AR	614207			
PGAP3	Hyperphosphatasia with mental retardation syndrome 4	AR	615716			
PGK1	Phosphoglycerate kinase 1 deficiency	XR	300653			
PGM3	Immunodeficiency 23	AR	615816			
PHC1	?Microcephaly 11, primary, autosomal recessive	AR	615414			
PHF6	Borjeson-Forssman-Lehmann syndrome	XR	301900			
PHF8	Mental retardation syndrome, X-linked, Siderius type	XR	300263			
PHGDH	Neu-Laxova syndrome 1	AR	256520			
PHGDH	Phosphoglycerate dehydrogenase deficiency	AR	601815			
PIGA	Multiple congenital anomalies-hypotonia-seizures syndrome 2	XR	300868			
PIGL	CHIME syndrome	AR	280000			
PIGN	Multiple congenital anomalies-hypotonia-seizures syndrome 1	AR	614080			
PIGO	Hyperphosphatasia with mental retardation syndrome 2	AR	614749			
PIGV	Hyperphosphatasia with mental retardation syndrome 1	AR	239300			
PIK3CA	Cowden syndrome 5	AD	615108			
PIK3CA	Megalencephaly-capillary malformation-polymicrogyria syndrome, somatic		602501			
PIK3R2	Megalencephaly-polymicrogyria-polydactyly-hydrocephalus syndrome 1	AD	603387			
PLA2G6	Infantile neuroaxonal dystrophy 1	AR	256600			
PLA2G6	Neurodegeneration with brain iron accumulation 2B	AR	610217			
PLA2G6	Parkinson disease 14, autosomal recessive	AR	612953			
PLCB1	Epileptic encephalopathy, early infantile, 12	AR	613722			
PLK4	Microcephaly and chorioretinopathy, autosomal recessive, 2	AR	616171			
PLOD3	Lysyl hydroxylase 3 deficiency	AR	612394			
PLP1	Pelizaeus-Merzbacher disease	XR	312080			
PLP1	Spastic paraplegia 2, X-linked	XR	312920			
PMM2	Congenital disorder of glycosylation, type Ia	AR	212065			
PNKP	Ataxia-oculomotor apraxia 4	AR	616267			
PNKP	Microcephaly, seizures, and developmental delay	AR	613402			
PNPO	Pyridoxamine 5'-phosphate oxidase deficiency	AR	610090			
PNPT1	Combined oxidative phosphorylation deficiency 13	AR	614932			
PNPT1	Deafness, autosomal recessive 70	AR	614934			
POGZ	White-Sutton syndrome	AD	616364			
POLG	Mitochondrial DNA depletion syndrome 4A (Alpers type)	AR	203700			
POLG	Mitochondrial DNA depletion syndrome 4B (MNGIE type)	AR	613662			
POLG	Mitochondrial recessive ataxia syndrome (includes SANDO and SCAE)	AR	607459			
POLG	Progressive external ophthalmoplegia, autosomal dominant 1	AD	157640			
POLG	Progressive external ophthalmoplegia, autosomal recessive 1	AR	258450			
POLR3A	Leukodystrophy, hypomyelinating, 7, with or without oligodontia and/or hypogonadotropic hypogonadism	AR	607694			
POLR3B	Leukodystrophy, hypomyelinating, 8, with or without oligodontia and/or hypogonadotropic hypogonadism	AR	614381			
POMGNT1	Muscular dystrophy-dystroglycanopathy (congenital with brain and eye anomalies), type A, 3	AR	253280			
POMGNT1	Muscular dystrophy-dystroglycanopathy (congenital with mental retardation), type B, 3	AR	613151			
POMGNT1	Muscular dystrophy-dystroglycanopathy (limb-girdle), type C, 3	AR	613157			
POMGNT1	Retinitis pigmentosa 76	AR	617123			
POMGNT2	Muscular dystrophy-dystroglycanopathy (congenital with brain and eye anomalies, type A, 8	AR	614830			
