# Genepanel: BevegForst Version: 01 Date: 2016-09-05 Post-processed: 2016-10-21
#chromosome	txStart	txEnd	refseq	score	strand	geneSymbol	geneAlias	eGeneID	eTranscriptID	cdsStart	cdsEnd	exonsStarts	exonEnds
14	75469611	75476294	NM_014239.3	0	+	EIF2B2	EIF2B,EIF-2Bbeta	ENSG00000119718	ENST00000266126	75469693	75475891	75469611,75469977,75470253,75471439,75472568,75473279,75474424,75475733	75469856,75470098,75470402,75471603,75472664,75473417,75474491,75476294
1	45316193	45452394	NM_020365.4	0	-	EIF2B3	EIF2Bgamma,EIF-2B	ENSG00000070785	ENST00000360403	45316622	45446840	45316193,45323375,45340349,45341289,45345489,45347283,45363026,45392299,45407177,45443986,45446692,45452164	45316675,45323479,45340498,45341367,45345680,45347411,45363116,45392411,45407337,45444132,45446849,45452394
2	27587218	27593324	NM_015636.3	0	-	EIF2B4	EIF2Bdelta,EIF-2B,DKFZP586J0119,EIF2B	ENSG00000115211	ENST00000347454	27587266	27593181	27587218,27587584,27589625,27589940,27590323,27590612,27590891,27591238,27591520,27591872,27592280,27592742,27593150	27587466,27587765,27589803,27590068,27590426,27590689,27591006,27591330,27591600,27592076,27592416,27592786,27593324
3	183852809	183863099	NM_003907.2	0	+	EIF2B5	EIF2Bepsilon,EIF-2B	ENSG00000145191	ENST00000273783	183853173	183862731	183852809,183854399,183855407,183855685,183855953,183857867,183858205,183859712,183860024,183860289,183860566,183860839,183861229,183861886,183862384,183862671	183853368,183854524,183855593,183855863,183856034,183857945,183858518,183859858,183860166,183860391,183860674,183860930,183861353,183862012,183862495,183863099
6	53132195	53213977	NM_021814.4	0	-	ELOVL5	HELO1,dJ483K16.1	ENSG00000012660	ENST00000370918	53133924	53160497	53132195,53135390,53138017,53139887,53140976,53156573,53160439,53213614	53134068,53135525,53138142,53140059,53141054,53156761,53160505,53213977
10	97515672	97637023	NM_001776.5	0	+	ENTPD1	NTPDase-1,ATPDase,SPG64	ENSG00000138185	ENST00000371203	97515996	97626140	97515672,97582993,97599447,97602100,97604232,97605113,97607202,97620225,97624480,97625933	97516012,97583121,97599565,97602251,97604392,97605353,97607463,97620339,97624618,97637023
8	37594096	37615319	NM_007175.6	0	+	ERLIN2	NET32,SPG18	ENSG00000147475	ENST00000276461	37595440	37611633	37594096,37595425,37597882,37599289,37601872,37602088,37607076,37607311,37607912,37609143,37610967,37611432	37594196,37595547,37597964,37599336,37601934,37602214,37607150,37607370,37608004,37609233,37611047,37615319
9	37779710	37785089	NM_016042.3	0	-	EXOSC3	hRrp40p,Rrp40p,RRP40,CGI-102,p10,hRrp-40	ENSG00000107371	ENST00000327304	37780675	37785041	37779710,37781982,37783910,37784717	37780877,37782134,37784060,37785089
13	37574677	37583751	NM_181503.2	0	+	EXOSC8	OIP2,RRP43,bA421P11.3,Rrp43p,EAP2,p9,CIP3	ENSG00000120699	ENST00000389704	37574942	37583436	37574677,37576409,37576624,37577070,37578652,37580056,37580251,37581111,37582193,37582865,37583320	37574959,37576446,37576688,37577144,37578698,37580162,37580297,37581208,37582314,37582972,37583751
16	74746855	74808729	NM_024306.4	0	-	FA2H	FAAH,FLJ25287	ENSG00000103089	ENST00000219368	74748087	74808653	74746855,74750244,74752885,74760122,74761141,74773920,74808383	74748167,74750497,74753058,74760229,74761284,74774013,74808729
11	13690205	13753893	NM_032228.5	0	+	FAR1	FLJ22728,SDR10E1	ENSG00000197601	ENST00000354817	13716312	13750321	13690205,13716305,13721863,13729446,13732239,13733310,13733474,13734512,13736055,13743276,13749102,13750158	13690353,13716501,13722039,13729626,13732417,13733355,13733593,13734580,13736227,13743406,13749230,13753893
22	32870706	32894818	NM_012179.3	0	+	FBXO7	FBX7,Fbx,PARK15	ENSG00000100225	ENST00000266087	32870989	32894517	32870706,32874967,32879883,32881054,32883731,32887072,32889091,32891479,32894130	32871111,32875262,32880111,32881196,32883815,32887168,32889268,32891517,32894818
13	102373204	102568995	NM_004115.3	0	-	FGF14	FHF4,SCA27	ENSG00000102466	ENST00000376143	102375180	102568995	102373204,102378961,102521074,102527535,102568802	102375317,102379160,102521178,102527646,102568995
1	213031596	213072705	NM_014053.3	0	+	FLVCR1	FLVCR,MFSD7B,PCA	ENSG00000162769	ENST00000366971	213031794	213068632	213031596,213037066,213046019,213056712,213058634,213061232,213061830,213062487,213068327,213068557	213032532,213037211,213046160,213056780,213058738,213061343,213061936,213062599,213068395,213072705
11	71900601	71907367	NM_016725.2	0	+	FOLR1		ENSG00000110195	ENST00000312293	71903217	71907221	71900601,71903209,71906314,71906655,71906940	71900803,71903385,71906503,71906791,71907367
19	49468565	49470136	NM_000146.3	0	+	FTL	MGC71996,NBIA3	ENSG00000087086	ENST00000331825	49468764	49469992	49468565,49469026,49469537,49469839	49468866,49469173,49469663,49470136
9	71650478	71693993	NM_000144.4	0	+	FXN	FA,FARR,X25,CyaY	ENSG00000165060	ENST00000377270	71650698	71687678	71650478,71661300,71668055,71679853,71687527	71650863,71661398,71668176,71679951,71693993
14	88399357	88459615	NM_000153.3	0	-	GALC		ENSG00000054983	ENST00000261304	88401075	88459508	88399357,88406248,88407738,88411896,88414071,88416188,88417002,88429727,88431848,88434678,88442701,88448548,88450737,88452832,88454487,88454798,88459313	88401222,88406325,88407902,88412077,88414222,88416275,88417092,88429855,88431973,88434834,88442832,88448587,88450877,88452946,88454551,88454867,88459615
19	1397024	1401569	NM_000156.5	0	-	GAMT	PIG2,TP53I2	ENSG00000130005	ENST00000252288	1397357	1401475	1397024,1398914,1399126,1399522,1399791,1401294	1397498,1399025,1399194,1399586,1399937,1401569
16	81348570	81413803	NM_022041.3	0	+	GAN	GAN1,KLHL16	ENSG00000261609	ENST00000568107	81348718	81411201	81348570,81385187,81388009,81390389,81391414,81396103,81397398,81398578,81398954,81410823,81411019	81348885,81385302,81388360,81390607,81391536,81396216,81397548,81398715,81399083,81410933,81413803
1	155204238	155214653	NM_001005741.2	0	-	GBA	GBA1	ENSG00000177628	ENST00000327247	155204785	155210903	155204238,155204985,155205471,155206035,155207131,155207924,155208307,155209406,155209676,155210420,155210876,155214296	155204891,155205102,155205635,155206260,155207369,155208097,155208441,155209553,155209868,155210508,155210971,155214653
9	35736862	35749225	NM_020944.2	0	-	GBA2	KIAA1605,AD035,DKFZp762K054	ENSG00000070610	ENST00000378103	35737165	35748701	35736862,35737744,35738033,35738228,35738522,35738748,35738998,35739311,35739624,35739994,35740205,35740522,35740821,35741668,35744293,35744611,35748342	35737444,35737936,35738149,35738371,35738629,35738900,35739106,35739416,35739797,35740120,35740359,35740625,35741061,35741887,35744409,35744703,35749225
19	13001942	13010813	NM_000159.3	0	+	GCDH	ACAD5	ENSG00000105607	ENST00000222214	13002118	13010355	13001942,13002084,13002300,13002644,13002929,13004296,13006805,13007018,13007723,13008116,13008516,13010281	13002016,13002209,13002336,13002788,13002992,13004467,13006935,13007235,13007827,13008242,13008677,13010813
14	55308723	55369542	NM_000161.2	0	-	GCH1	GTPCH1,DYT5a	ENSG00000131979	ENST00000491895	55310734	55369381	55308723,55312485,55313816,55326398,55332044,55369038	55310861,55312570,55313848,55326454,55332154,55369542
16	81115551	81129980	NM_004483.4	0	-	GCSH		ENSG00000140905	ENST00000315467	81116470	81129883	81115551,81118067,81121205,81124205,81129735	81116568,81118199,81121269,81124285,81129980
17	42982993	42992920	NM_002055.4	0	-	GFAP	FLJ45472	ENSG00000131095	ENST00000253408	42984714	42992854	42982993,42985431,42987982,42988603,42989039,42990636,42991095,42991395,42992393	42984756,42985517,42988026,42988824,42989165,42990798,42991191,42991456,42992920
11	59596745	59612974	NM_005142.2	0	-	GIF	TCN3,IF,IFMH,INF	ENSG00000134812	ENST00000257248	59596956	59612926	59596745,59599150,59603280,59604646,59608615,59609915,59610500,59611351,59612847	59597018,59599269,59603482,59604824,59608797,59610056,59610614,59611528,59612974
1	228337414	228347527	NM_020435.3	0	+	GJC2	CX47,CX46.6,SPG44	ENSG00000198835	ENST00000366714	228345459	228346779	228337414,228345440	228337708,228347527
3	33038099	33138694	NM_000404.2	0	-	GLB1	EBP	ENSG00000170266	ENST00000307363	33038536	33138577	33038099,33055547,33058200,33059939,33063057,33065742,33087611,33093249,33093374,33094982,33099580,33106954,33109721,33110311,33114035,33138502	33038836,33055802,33058332,33060053,33063147,33065817,33087724,33093290,33093496,33095041,33099761,33107049,33109782,33110462,33114205,33138694
9	6532463	6645692	NM_000170.2	0	-	GLDC	GCSP,NKH	ENSG00000178445	ENST00000321612	6533016	6645499	6532463,6534707,6536063,6540050,6550802,6553367,6554668,6556152,6558558,6565353,6587140,6588400,6588617,6589194,6592142,6592850,6595013,6602108,6604587,6605130,6606591,6610191,6620183,6644613,6645244	6533160,6534788,6536236,6540146,6550914,6553509,6554781,6556302,6558684,6565429,6587283,6588442,6588702,6589292,6592223,6592990,6595119,6602205,6604784,6605278,6606669,6610356,6620319,6644692,6645692
18	11751470	11885683	NM_001142339.2	0	+	GNAL		ENSG00000141404	ENST00000269162	11752432	11881134	11751470,11752330,11752851,11753626,11753824,11824916,11862393,11864531,11867166,11868541,11872266,11876619,11880987	11751705,11752577,11752924,11753681,11753944,11825014,11862448,11864605,11867225,11868662,11872397,11876687,11885683
17	45000485	45018733	NM_004287.3	0	+	GOSR2	GS27,Bos1	ENSG00000108433	ENST00000393456	45000558	45016126	45000485,45006885,45008464,45009432,45012394,45015964	45000587,45006950,45008573,45009565,45012535,45018733
4	93225549	94695706	NM_001510.3	0	+	GRID2	GluD2,GluR-delta-2	ENSG00000152208	ENST00000282020	93225807	94693649	93225549,93511281,94006145,94031898,94128554,94137888,94145764,94159521,94316757,94343921,94376812,94411789,94436366,94547419,94690360,94693226	93225895,93511437,94006430,94032104,94128608,94138062,94145926,94159641,94316859,94344119,94377125,94411928,94436562,94547586,94690601,94695706
6	146350333	146758734	NM_001278066.1	0	+	GRM1	GPRC1A,mGlu1,MGLUR1,PPP1R85	ENSG00000152822	ENST00000492807	146350653	146747755	146350333,146480483,146625746,146673385,146678661,146708025,146719904,146747694,146755042	146351353,146480733,146625982,146673632,146678830,146708152,146720835,146747779,146758734
5	73980968	74017113	NM_000521.3	0	+	HEXB		ENSG00000049860	ENST00000261416	73981085	74017000	73980968,73985152,73989463,73992517,73992820,74001043,74009330,74011334,74012411,74014115,74014621,74016252,74016467,74016942	73981384,73985298,73989529,73992564,73992931,74001145,74009460,74011515,74012498,74014188,74014796,74016343,74016572,74017113
1	24128366	24151949	NM_000191.2	0	-	HMGCL	HL	ENSG00000117305	ENST00000374490	24128952	24151905	24128366,24130889,24134624,24137225,24140679,24143164,24143965,24146999,24151845	24129054,24131015,24134813,24137289,24140828,24143260,24144073,24147083,24151949
1	120290618	120311555	NM_005518.3	0	-	HMGCS2		ENSG00000134240	ENST00000369406	120293424	120311467	120290618,120293419,120295171,120295902,120298049,120299895,120301740,120302486,120306794,120311363	120291464,120293531,120295297,120296009,120298220,120300061,120301905,120302612,120307249,120311555
X	133594174	133634698	NM_000194.2	0	+	HPRT1	HGPRT	ENSG00000165704	ENST00000298556	133594341	133634107	133594174,133607388,133609210,133620494,133624217,133627537,133632419,133632637,133634059	133594368,133607495,133609394,133620560,133624235,133627620,133632466,133632714,133634698
X	53458205	53461323	NM_004493.2	0	-	HSD17B10	ERAB,MHBD,17b-HSD10,ABAD,SDR5C1,MRPP2,CAMR	ENSG00000072506	ENST00000168216	53458351	53461292	53458205,53458745,53458935,53459194,53460668,53461265	53458542,53458854,53459064,53459359,53460833,53461323
2	198351307	198364640	NM_002156.4	0	-	HSPD1	GroEL,HSP60	ENSG00000144381	ENST00000388968	198351769	198363572	198351307,198352581,198353040,198353725,198354920,198358047,198358880,198359380,198360017,198361863,198363398,198364505	198351922,198352760,198353215,198353971,198355020,198358216,198358974,198359476,198360100,198362116,198363574,198364640
3	4535031	4889524	NM_002222.5	0	+	ITPR1	Insp3r1,IP3R1,ACV,PPP1R94	ENSG00000150995	ENST00000456211	4558175	4887909	4535031,4536114,4558159,4562707,4669446,4681067,4683776,4685819,4687070,4687265,4693806,4699807,4702671,4703765,4704748,4706821,4709060,4711337,4712412,4714819,4715885,4716751,4718297,4722236,4723047,4725069,4725311,4725964,4726752,4730178,4732827,4735173,4738830,4741496,4744513,4747850,4752008,4753440,4774771,4776847,4808213,4810194,4816925,4818947,4821233,4824302,4825499,4829630,4836748,4842108,4847786,4852948,4854825,4856106,4856736,4859765,4878457,4887822	4535289,4536190,4558267,4562778,4669562,4681154,4683935,4685918,4687154,4687412,4693902,4699962,4702771,4703926,4704890,4706980,4709233,4711457,4712610,4715071,4716027,4716905,4718485,4722375,4723102,4725235,4725482,4726030,4726890,4730304,4733028,4735425,4738956,4741625,4744634,4748035,4752157,4753552,4774904,4777038,4808394,4810448,4817126,4819058,4821329,4824425,4825604,4829823,4836871,4842284,4847951,4853144,4854918,4856246,4856902,4859926,4878619,4889524
12	5019072	5027422	NM_000217.2	0	+	KCNA1	Kv1.1,RBK1,HUK1,MBK1	ENSG00000111262	ENST00000382545	5020544	5022032	5019072,5020005	5019638,5027422
19	50818764	50832634	NM_004977.2	0	-	KCNC3	Kv3.3	ENSG00000131398	ENST00000477616	50823502	50832339	50818764,50823479,50823849,50826231,50831469	50819348,50823606,50824041,50827339,50832634
1	112318453	112531777	NM_004980.4	0	-	KCND3	Kv4.3,KSHIVB	ENSG00000171385	ENST00000315987	112318698	112525348	112318453,112319647,112321057,112322846,112323311,112329565,112524242,112531369	112318900,112319895,112321114,112322936,112323413,112329728,112525420,112531777
1	160007256	160040051	NM_002241.4	0	-	KCNJ10	Kir4.1,Kir1.2	ENSG00000177807	ENST00000368089	160011182	160012322	160007256,160039811	160012322,160040051
10	78644634	79397577	NM_002247.3	0	-	KCNMA1	KCa1.1,mSLO1	ENSG00000156113	ENST00000286627	78647023	79397400	78644634,78649208,78651282,78669723,78674693,78704530,78708899,78713558,78729731,78771724,78778770,78787580,78799285,78832854,78839238,78844394,78846245,78850157,78868238,78869930,78872124,78880730,78943178,78944580,79010952,79163619,79397022	78647273,78649327,78651477,78669854,78674807,78704723,78709124,78713682,78729825,78771801,78778857,78787649,78799395,78833010,78839308,78844477,78846351,78850268,78868330,78870101,78872200,78880806,78943290,78944674,79011014,79163781,79397577
8	126036502	126104061	NM_014846.3	0	-	KIAA0196		ENSG00000164961	ENST00000318410	126036858	126096140	126036502,126040861,126044482,126049478,126051071,126052036,126056066,126056233,126056777,126059448,126061247,126062805,126067832,126068918,126069797,126071463,126071617,126073323,126075763,126079833,126085394,126087239,126088589,126090979,126093902,126094624,126095354,126095954,126103856	126036915,126040949,126044636,126049575,126051201,126052140,126056146,126056336,126056940,126059573,126061427,126062907,126067913,126069059,126069908,126071539,126071784,126073436,126075893,126079961,126085566,126087353,126088742,126091172,126094003,126094709,126095500,126096264,126104061
2	241653180	241737229	NM_004321.6	0	-	KIF1A	UNC104	ENSG00000130294	ENST00000320389	241656780	241737169	241653180,241657466,241658422,241659190,241660330,241661223,241661872,241662829,241663391,241664687,241666242,241676479,241679474,241679714,241680685,241682345,241683358,241684843,241685154,241685455,241686652,241689845,241697776,241700081,241700645,241702135,241702435,241702582,241705126,241706331,241706682,241708549,241709043,241710387,241712530,241713599,241715267,241722006,241722460,241723155,241724405,241725751,241726667,241727467,241728652,241737063	241656823,241657585,241658615,241659343,241660455,241661301,241662073,241662975,241663453,241664821,241666357,241676585,241679559,241679781,241680794,241682401,241683477,241684934,241685326,241685594,241686738,241689964,241697914,241700260,241700794,241702229,241702508,241702763,241705210,241706438,241706762,241708625,241709123,241710521,241712673,241713678,241715343,241722024,241722526,241723233,241724517,241725930,241726733,241727647,241728729,241737229
17	4901242	4931694	NM_006612.5	0	+	KIF1C	SPAX2,SPG58	ENSG00000129250	ENST00000320785	4903541	4927446	4901242,4903144,4903514,4904066,4904516,4905353,4905758,4906025,4906906,4907145,4907292,4907861,4908149,4910209,4910557,4910761,4916947,4918037,4923290,4923786,4924100,4925386,4926762	4901451,4903265,4903647,4904143,4904696,4905419,4905937,4906137,4906984,4907211,4907368,4907940,4908295,4910379,4910637,4910837,4917027,4918132,4923374,4923973,4924173,4926004,4931694
12	57943846	57978554	NM_004984.2	0	+	KIF5A	D12S1889,NKHC,MY050	ENSG00000155980	ENST00000455537	57944054	57976962	57943846,57957221,57957402,57957890,57958242,57958700,57960908,57961276,57962745,57963038,57963317,57963769,57965103,57965843,57966362,57968866,57969422,57969869,57970051,57970543,57971495,57971791,57972020,57974738,57975197,57975652,57976384,57976883,57978000	57944183,57957309,57957476,57957995,57958291,57958756,57960996,57961401,57962850,57963187,57963466,57963945,57965172,57966050,57966509,57969055,57969540,57969934,57970161,57970645,57971556,57971863,57972125,57974955,57975351,57975735,57976412,57976998,57978554
X	153126968	153141500	NM_000425.4	0	-	L1CAM	CD171	ENSG00000198910	ENST00000370057	153128117	153141291	153126968,153128822,153128931,153129337,153129776,153130039,153130275,153130542,153130753,153131158,153132103,153132508,153132810,153133254,153133452,153133756,153134015,153134295,153134974,153135257,153135510,153135842,153136244,153136511,153137606,153138046,153138682,153141215	153128349,153128834,153129004,153129472,153129932,153130159,153130449,153130665,153130955,153131274,153132326,153132579,153133008,153133365,153133577,153133913,153134182,153134407,153135118,153135389,153135695,153135954,153136415,153136634,153137809,153138152,153138697,153141500
6	70385640	70507049	NM_018368.3	0	-	LMBRD1	FLJ11240,bA810I22.1,cblF	ENSG00000168216	ENST00000370577	70386049	70506773	70385640,70386341,70407454,70408934,70410656,70411334,70411780,70423536,70428847,70447833,70451680,70459232,70462150,70490385,70500187,70506704	70386163,70386433,70407533,70409084,70410761,70411437,70411845,70423689,70428973,70447907,70451769,70459300,70462248,70490446,70500364,70507049
19	35782988	35804709	NM_002361.3	0	+	MAG	SIGLEC4A,SIGLEC-4A,S-MAG	ENSG00000105695	ENST00000392213	35786311	35804357	35782988,35785137,35786288,35786515,35790456,35791049,35793350,35800776,35801449,35802820,35804192	35783107,35785193,35786357,35786884,35790753,35791307,35793611,35801064,35801546,35802920,35804709
10	74127083	74385949	NM_006077.3	0	-	MICU1	CALC,EFHA3,FLJ12684	ENSG00000107745	ENST00000361114	74127952	74326551	74127083,74135540,74167686,74182991,74234857,74236931,74267912,74293503,74310936,74322652,74326390,74385767	74128113,74135630,74167795,74183129,74235055,74237014,74268033,74293547,74311099,74322821,74326552,74385949
4	146540539	146581187	NM_172250.2	0	+	MMAA	cblA	ENSG00000151611	ENST00000281317	146560291	146576586	146540539,146560226,146563514,146567137,146572213,146575145,146576298	146540559,146560730,146563637,146567308,146572299,146575295,146581187
12	109991520	110011358	NM_052845.3	0	-	MMAB	cblB,CFAP23	ENSG00000139428	ENST00000545712	109994832	110011285	109991520,109996900,109998844,109999224,109999584,110002923,110006574,110009453,110011151	109994941,109996960,109998909,109999322,109999657,110002981,110006668,110009515,110011358
1	45965855	45976739	NM_015506.2	0	+	MMACHC	DKFZP564I122,cblC	ENSG00000132763	ENST00000401061	45966004	45974887	45965855,45973027,45973883,45974467	45966085,45973222,45974036,45976739
11	94150468	94227040	NM_005591.3	0	-	MRE11A	ATLD	ENSG00000020922	ENST00000323929	94153290	94225967	94150468,94163076,94168997,94170342,94178975,94180384,94189441,94192573,94194101,94197278,94200978,94203636,94204739,94209454,94211900,94212839,94219089,94223998,94225947,94226956	94153347,94163152,94169065,94170401,94179059,94180604,94189504,94192747,94194202,94197405,94201059,94203808,94204925,94209569,94212042,94212927,94219250,94224131,94226072,94227040
1	11845786	11866160	NM_005957.4	0	-	MTHFR		ENSG00000177000	ENST00000376590	11850736	11863173	11845786,11851263,11852334,11853963,11854414,11854785,11855154,11856262,11860268,11861217,11862937,11865944	11850955,11851383,11852436,11854146,11854595,11854920,11855405,11856456,11860379,11861456,11863186,11866160
10	30598729	30638267	NM_018109.3	0	-	MTPAP	FLJ10486,mtPAP,SPAX4	ENSG00000107951	ENST00000263063	30602537	30638204	30598729,30604891,30605046,30611319,30615352,30625731,30629154,30630396,30638047	30602900,30604965,30605139,30611546,30615564,30625956,30629379,30630569,30638267
1	236958580	237067281	NM_000254.2	0	+	MTR	cblG	ENSG00000116984	ENST00000366577	236959003	237060944	236958580,236966727,236969443,236972003,236973802,236976037,236978903,236979748,236987418,236988637,236990128,236992488,236995265,236998846,237001713,237013643,237015820,237016247,237023132,237024424,237025535,237026753,237037072,237038025,237044054,237048420,237049591,237052480,237054432,237057656,237058657,237060305,237060857	236959037,236966942,236969533,236972073,236973895,236976144,236978963,236979843,236987519,236988699,236990196,236992568,236995378,236998987,237001899,237013823,237015937,237016388,237023222,237024577,237025643,237026854,237037140,237038146,237044136,237048519,237049667,237052636,237054629,237057857,237058850,237060418,237067281
5	7869216	7901235	NM_002454.2	0	+	MTRR	cblE	ENSG00000124275	ENST00000264668	7870907	7900171	7869216,7870882,7873485,7875370,7878056,7883267,7885813,7886727,7889207,7891484,7892839,7895846,7896976,7897177,7900026	7869328,7871036,7873639,7875488,7878435,7883390,7885967,7886816,7889388,7891527,7893026,7895965,7897069,7897360,7901235
4	100485234	100545154	NM_000253.3	0	+	MTTP	ABL	ENSG00000138823	ENST00000457717	100496066	100544005	100485234,100495965,100503061,100504530,100510799,100512391,100512807,100515889,100518223,100521721,100522763,100527904,100529922,100532299,100532488,100534069,100540130,100542217,100543833	100485394,100496127,100503249,100504674,100510907,100512508,100512947,100516040,100518381,100521890,100522871,100528117,100530134,100532397,100532610,100534297,100540255,100542388,100545154
6	49398072	49431041	NM_000255.3	0	-	MUT		ENSG00000146085	ENST00000274813	49399440	49427179	49398072,49403168,49407918,49409552,49412351,49415382,49416528,49419178,49421297,49423792,49425403,49426794,49430815	49399569,49403336,49408066,49409684,49412467,49415498,49416640,49419427,49421469,49423950,49425771,49427218,49431041
15	23043278	23086436	NM_144599.4	0	-	NIPA1	MGC35570	ENSG00000170113	ENST00000337435	23048828	23086411	23043278,23052594,23060814,23062271,23086233	23049340,23052755,23060905,23062319,23086436
14	36985603	36989430	NM_001079668.2	0	-	NKX2-1	TTF-1,TTF1	ENSG00000136352	ENST00000354822	36986482	36989334	36985603,36988189,36989257	36987225,36988575,36989430
16	67204399	67209640	NM_001276312.1	0	+	NOL3	ARC,NOP30,MYP,CARD2	ENSG00000140939	ENST00000432069	67208072	67208957	67204399,67205054,67207764,67208064,67208523,67208949	67204477,67205360,67207949,67208367,67208847,67209640
18	21111462	21166581	NM_000271.4	0	-	NPC1		ENSG00000141458	ENST00000269228	21112165	21166307	21111462,21113318,21114409,21115432,21116636,21118505,21119318,21119774,21120411,21121031,21121269,21123418,21124307,21124923,21127969,21131590,21134721,21136206,21137080,21140194,21141323,21148786,21152037,21153415,21166250	21112248,21113481,21114523,21115664,21116840,21118635,21119434,21119965,21120501,21121172,21121397,21123533,21124490,21125113,21128072,21131691,21134948,21136577,21137154,21140444,21141491,21148962,21152144,21153538,21166581
14	74946642	74960084	NM_006432.3	0	-	NPC2	HE1,NP-C2,EDDM1	ENSG00000119655	ENST00000555619	74946976	74959977	74946642,74947404,74951117,74953031,74959895	74946991,74947482,74951290,74953139,74960084
10	104847773	104953063	NM_012229.4	0	-	NT5C2	PNT5,GMP,cN-II,SPG65	ENSG00000076685	ENST00000343289	104849428	104934715	104847773,104850367,104850692,104851320,104852895,104853728,104854104,104855695,104857047,104858687,104859682,104860801,104860991,104865462,104866345,104899162,104934614,104940987,104952992	104849665,104850544,104850753,104851372,104853066,104853795,104854212,104855737,104857131,104858741,104859776,104860859,104861083,104865558,104866463,104899236,104934739,104941085,104953063
19	50410083	50432799	NM_001193357.1	0	-	NUP62	p62,DKFZp547L134,IBSN,SNDI,MGC841,FLJ20822,FLJ43869	ENSG00000213024	ENST00000422090	50411495	50413064	50410083,50432673	50413141,50432799
3	193310932	193415600	NM_015560.2	0	+	OPA1	NTG,KIAA0567,FLJ12460,NPG,MGM1	ENSG00000198836	ENST00000392438	193311166	193409916	193310932,193332511,193333462,193334966,193336657,193349400,193353206,193354983,193355740,193360553,193360763,193361161,193361316,193361763,193363341,193363516,193364853,193365858,193366583,193372650,193374868,193376675,193377270,193380610,193382668,193384084,193384958,193409851,193412394	193311198,193332830,193333559,193335074,193336725,193349454,193353311,193355070,193355854,193360634,193360838,193361233,193361416,193361894,193363414,193363589,193364969,193365923,193366660,193372816,193375021,193376784,193377350,193380751,193382785,193384178,193385069,193409921,193415600
X	67262185	67653299	NM_002547.2	0	-	OPHN1	OPN1,ARHGAP41	ENSG00000079482	ENST00000355520	67268265	67652862	67262185,67268257,67272381,67273486,67283695,67292993,67316711,67331695,67333022,67339089,67412760,67413731,67414306,67417027,67421460,67426414,67429994,67431949,67433703,67454328,67494579,67502897,67518842,67652708,67653009	67267005,67268299,67272432,67273652,67284019,67293141,67316871,67331801,67333081,67339174,67412835,67413794,67414340,67417106,67421552,67426515,67430124,67432054,67433814,67454430,67494651,67502959,67518938,67652866,67653299
5	41730166	41870791	NM_000436.3	0	-	OXCT1	SCOT	ENSG00000083720	ENST00000196371	41731830	41870460	41730166,41739491,41749628,41762212,41794104,41794778,41801123,41803170,41805668,41807432,41840552,41842776,41850131,41853520,41861415,41862743,41870382	41731872,41739593,41749709,41762302,41794180,41794851,41801172,41803265,41805783,41807540,41840613,41842883,41850281,41853656,41861506,41862852,41870791
20	3869741	3904502	NM_153638.2	0	+	PANK2	HSS,FLJ11729,PKAN,HARP	ENSG00000125779	ENST00000316562	3869747	3903941	3869741,3888572,3891223,3893104,3897573,3899317,3903890	3870375,3888925,3891477,3893281,3897697,3899443,3904502
6	161768589	163148834	NM_004562.2	0	-	PARK2	PDJ,AR-JP,parkin	ENSG00000185345	ENST00000366898	161771130	163148700	161768589,161781119,161807825,161969885,161990386,162206803,162394333,162475122,162622162,162683556,162864341,163148693	161771243,161781237,161807909,161970035,161990448,162206940,162394449,162475206,162622284,162683797,162864505,163148834
1	8021713	8045342	NM_007262.4	0	+	PARK7	DJ-1,DJ1	ENSG00000116288	ENST00000338639	8022845	8045114	8021713,8022822,8025383,8029404,8030953,8037711,8044953	8021853,8022935,8025485,8029464,8031023,8037798,8045342
10	72643264	72648543	NM_000281.3	0	-	PCBD1	PCD	ENSG00000166228	ENST00000299299	72643706	72648290	72643264,72644908,72645554,72648287	72643805,72644989,72645686,72648543
13	100741268	101182691	NM_000282.3	0	+	PCCA		ENSG00000175198	ENST00000376285	100741374	101182420	100741268,100755136,100764094,100764246,100807232,100809540,100861585,100888095,100909848,100914982,100920942,100925449,100953713,100955177,100959445,100962086,100982814,100992410,101020725,101077886,101101505,101167680,101179928,101182351	100741479,100755214,100764142,100764315,100807346,100809594,100861717,100888132,100909927,100915085,100921037,100925600,100953857,100955252,100959514,100962162,100982925,100992513,101020828,101077985,101101559,101167821,101180006,101182691
3	135969166	136049013	NM_000532.4	0	+	PCCB		ENSG00000114054	ENST00000251654	135969217	136048868	135969166,135974697,135975396,135979320,135980793,136002678,136012597,136016793,136019871,136035782,136045644,136045996,136046475,136047599,136048746	135969400,135974817,135975465,135979377,135980907,136002789,136012706,136016914,136019953,136035906,136045752,136046097,136046574,136047699,136049013
6	165740775	166075588	NM_001130690.2	0	-	PDE10A		ENSG00000112541	ENST00000539869	165746513	166075501	165740775,165749611,165752766,165756879,165792682,165801786,165806134,165808669,165809805,165826988,165829676,165832122,165842145,165843774,165844909,165846461,165848724,165862415,165863729,165895802,165956927,166075434	165746616,165749700,165752847,165756991,165792855,165801942,165806285,165808753,165809948,165827175,165829769,165832265,165842197,165843833,165844960,165846617,165848865,165862465,165863850,165895831,165957056,166075588
