# Genepanel: Mitokon Version: 02 Date: 2016-08-18
#chromosome	txStart	txEnd	refseq	score	strand	geneSymbol	geneAlias	eGeneID	eTranscriptID	cdsStart	cdsEnd	exonsStarts	exonEnds
2	44113362	44223144	NM_133259.3	0	-	LRPPRC	GP130,LRP130	ENSG00000138095	ENST00000260665	44115738	44223086	44113362,44116872,44121683,44123772,44126357,44126604,44128458,44132830,44139570,44145163,44145394,44152205,44153031,44161328,44161892,44170825,44172470,44173251,44174395,44174869,44175260,44175550,44176740,44177711,44184523,44187679,44190726,44200745,44200933,44201288,44201752,44202229,44203281,44204132,44204293,44206964,44209376,44222937	44115795,44117015,44121768,44123847,44126473,44126744,44128663,44132919,44139697,44145272,44145537,44152296,44153100,44161435,44162017,44171033,44172556,44173382,44174509,44174914,44175338,44175657,44176798,44177739,44184590,44187773,44190845,44200853,44201039,44201434,44201897,44202356,44203368,44204191,44204415,44207087,44209573,44223144
6	5108652	5261183	NM_020408.5	0	-	LYRM4	CGI-203,ISD11	ENSG00000214113	ENST00000330636	5109656	5260966	5108652,5216850,5260880	5109725,5216971,5261183
5	130506606	130541119	NM_181705.3	0	+	LYRM7	FLJ20796,MZM1L	ENSG00000186687	ENST00000379380	130506713	130535294	130506606,130515787,130517921,130522720,130535223	130506731,130515860,130517992,130522802,130541119
2	198570027	198573114	NM_138395.3	0	+	MARS2	mtMetRS,SPAX3	ENSG00000247626	ENST00000282276	198570129	198571911	198570027	198573114
2	228192227	228222552	NM_020194.5	0	+	MFF	GL004	ENSG00000168958	ENST00000392059	228194461	228221833	228192227,228193393,228194321,228195341,228197134,228205007,228207460,228211941,228217229,228220392,228221701	228192241,228193505,228194499,228195562,228197304,228205096,228207535,228212100,228217289,228220477,228222552
1	12040237	12073572	NM_014874.3	0	+	MFN2	CPRP1,KIAA0214,MARF,CMT2A2	ENSG00000116688	ENST00000235329	12049225	12071622	12040237,12042026,12049221,12052611,12056212,12057353,12058826,12059044,12061457,12061825,12062038,12064048,12064565,12064881,12065767,12066594,12067109,12069648,12071552	12040541,12042171,12049400,12052747,12056375,12057478,12058935,12059152,12061611,12061893,12062160,12064175,12064670,12064984,12065988,12066750,12067306,12069783,12073572
20	17949761	17971762	NM_052865.2	0	+	MGME1	bA504H3.4,DDK1	ENSG00000125871	ENST00000377710	17950502	17970752	17949761,17950443,17956326,17968808,17970581	17949784,17951013,17956546,17968941,17971762
10	74127083	74385949	NM_006077.3	0	-	MICU1	CALC,EFHA3,FLJ12684	ENSG00000107745	ENST00000361114	74127952	74326551	74127083,74135540,74167686,74182991,74234857,74236931,74267912,74293503,74310936,74322652,74326390,74385767	74128113,74135630,74167795,74183129,74235055,74237014,74268033,74293547,74311099,74322821,74326552,74385949
6	166778407	166796501	NM_016098.3	0	-	MPC1	dJ68L15.3,CGI-129	ENSG00000060762	ENST00000360961	166778916	166796364	166778407,166779461,166780282,166796293	166778941,166779594,166780382,166796501
2	27532359	27545969	NM_002437.4	0	-	MPV17	SYM1	ENSG00000115204	ENST00000380044	27532779	27545384	27532359,27534766,27535081,27535360,27535546,27535860,27545314,27545918	27532849,27534819,27535114,27535456,27535639,27535976,27545389,27545969
3	131181044	131221860	NM_007208.3	0	-	MRPL3	MRL3	ENSG00000114686	ENST00000264995	131181566	131221665	131181044,131186934,131188539,131190014,131206523,131208824,131217022,131219273,131220374,131221573	131181719,131187012,131188617,131190123,131206584,131208924,131217121,131219365,131220559,131221860
2	224822120	224832431	NM_022915.3	0	+	MRPL44	FLJ12701,FLJ13990	ENSG00000135900	ENST00000258383	224822189	224831751	224822120,224824250,224828472,224831579	224822368,224824719,224828651,224832431
10	75008600	75012451	NM_016065.3	0	-	MRPS16	CGI-132	ENSG00000182180	ENST00000372945	75010609	75012240	75008600,75011520,75012227	75010749,75011781,75012451
3	139062860	139075887	NM_020191.2	0	+	MRPS22	MRP-S22,GK002,C3orf5,GIBT	ENSG00000175110	ENST00000310776	139062868	139075856	139062860,139065719,139067001,139069020,139069818,139071488,139074523,139075760	139063040,139065886,139067166,139069164,139069902,139071634,139074632,139075887
17	55916286	55927433	NM_016070.3	0	-	MRPS23	MRP-S23,CGI-138,HSPC329	ENSG00000181610	ENST00000313608	55917143	55927371	55916286,55918286,55918543,55926600,55927327	55917296,55918413,55918621,55926771,55927433
17	73257748	73262457	NM_015971.3	0	+	MRPS7	MRP-S,RP-S7,RPMS7	ENSG00000125445	ENST00000245539	73257981	73262004	73257748,73258577,73258884,73259420,73261782	73258064,73258769,73258948,73259588,73262457
15	65293849	65321977	NM_139242.3	0	-	MTFMT	FMT1	ENSG00000103707	ENST00000220058	65295399	65321951	65293849,65297191,65298450,65308773,65312534,65313851,65316009,65319168,65321742	65295594,65297274,65298529,65308865,65312610,65313954,65316132,65319378,65321977
6	74171453	74211179	NM_012123.3	0	+	MTO1		ENSG00000135297	ENST00000370300	74171577	74210458	74171453,74175931,74176211,74183087,74189454,74189658,74190397,74191762,74192171,74201956,74207458,74210296	74171794,74176131,74176329,74183377,74189567,74189849,74190528,74191967,74192343,74202075,74207619,74211179
10	30598729	30638267	NM_018109.3	0	-	MTPAP	FLJ10486,mtPAP,SPAX4	ENSG00000107951	ENST00000263063	30602537	30638204	30598729,30604891,30605046,30611319,30615352,30625731,30629154,30630396,30638047	30602900,30604965,30605139,30611546,30615564,30625956,30629379,30630569,30638267
5	36192690	36241493	NM_001287340.1	0	-	NADK2	FLJ30596,MNADK	ENSG00000152620	ENST00000397338	36195245	36225714	36192690,36197642,36200328,36201207,36207271,36211945,36217849,36219697,36225643,36226576,36227578,36241460	36195384,36197766,36200382,36201263,36207367,36212024,36217986,36219781,36225725,36226665,36227667,36241493
11	78147006	78285909	NM_024678.5	0	-	NARS2	FLJ23441,SLM5	ENSG00000137513	ENST00000281038	78147715	78285533	78147006,78152136,78154706,78176921,78180292,78189483,78189630,78204108,78239887,78270584,78277177,78279677,78282379,78285392	78147860,78152163,78154804,78177059,78180359,78189521,78189729,78204241,78239982,78270665,78277318,78279798,78282489,78285909
X	119005733	119010629	NM_004541.3	0	+	NDUFA1	MWFE,CI-MWFE	ENSG00000125356	ENST00000371437	119005874	119010497	119005733,119007266,119010476	119005976,119007356,119010629
2	240896788	240964819	NM_004544.3	0	-	NDUFA10	CI-42k	ENSG00000130414	ENST00000252711	240900534	240964718	240896788,240929490,240944626,240946732,240951033,240954155,240957969,240960613,240961588,240964643	240900603,240929599,240944712,240946787,240951113,240954277,240958056,240960829,240961757,240964819
19	5894680	5904024	NM_175614.4	0	-	NDUFA11	B14.7	ENSG00000174886	ENST00000308961	5894752	5903719	5894680,5896463,5896915,5903622	5894865,5896586,5897008,5904024
12	95365103	95397489	NM_018838.4	0	-	NDUFA12	DAP13,B17.2	ENSG00000184752	ENST00000327772	95365215	95397456	95365103,95387945,95396514,95397370	95365396,95388033,95396597,95397489
19	19627018	19639013	NM_015965.6	0	+	NDUFA13	CGI-39,CDA016,GRIM-19,GRIM19,B16.6	ENSG00000186010	ENST00000252576	19627047	19638935	19627018,19636990,19638089,19638509,19638815	19627141,19637069,19638161,19638579,19639013
5	140024947	140027370	NM_002488.4	0	-	NDUFA2	B8	ENSG00000131495	ENST00000252102	140025171	140027168	140024947,140026840,140027067	140025263,140026947,140027370
7	10971579	10979813	NM_002489.3	0	-	NDUFA4	MLRQ,CI-9k	ENSG00000189043	ENST00000339600	10973262	10979684	10971579,10977716,10978434,10979642	10973319,10977774,10978523,10979813
9	124906337	124922098	NM_014222.2	0	-	NDUFA8	PGIV,MGC793	ENSG00000119421	ENST00000373768	124906519	124921956	124906337,124910390,124914523,124921905	124906657,124910556,124914687,124922098
12	4758263	4796720	NM_005002.4	0	+	NDUFA9	SDR22E1,CI-39k	ENSG00000139180	ENST00000266544	4758292	4796274	4758263,4763457,4763990,4766913,4768201,4771698,4777622,4778906,4791370,4794424,4796103	4758341,4763628,4764088,4767005,4768343,4771801,4777690,4778983,4791466,4794491,4796720
15	41679546	41694658	NM_016013.3	0	-	NDUFAF1	CIA30,CGI-65	ENSG00000137806	ENST00000260361	41679641	41689257	41679546,41680645,41687056,41688684,41694341	41679791,41680720,41687242,41689338,41694658
5	60240955	60448864	NM_174889.4	0	+	NDUFAF2	B17.2L,MMTN,mimitin	ENSG00000164182	ENST00000296597	60241082	60448782	60240955,60368951,60394818,60448530	60241209,60369041,60394859,60448864
3	49059073	49060926	NM_199069.1	0	+	NDUFAF3	MGC10527,DKFZP564J0123,E3-3,2P1	ENSG00000178057	ENST00000326925	49059577	49060605	49059073,49059778,49060134,49060308,49060488	49059654,49059971,49060201,49060409,49060926
6	97337186	97345767	NM_014165.3	0	-	NDUFAF4	HSPC125,bA22L21.1,My013,HRPAP20	ENSG00000123545	ENST00000316149	97338979	97345677	97337186,97344619,97345541	97339267,97344723,97345767
20	13765671	13799067	NM_024120.4	0	+	NDUFAF5	dJ842G6.1	ENSG00000101247	ENST00000378106	13765714	13797856	13765671,13767957,13769234,13773825,13775483,13779106,13782131,13789487,13797108,13797520,13797763	13765936,13767998,13769298,13773873,13775587,13779146,13782329,13789548,13797192,13797603,13799067
8	96037213	96070944	NM_152416.3	0	+	NDUFAF6	MGC40214	ENSG00000156170	ENST00000396124	96037236	96070165	96037213,96044222,96047681,96053797,96057772,96059221,96060684,96064401,96070036	96037433,96044322,96047804,96053854,96057875,96059355,96060786,96064458,96070944
X	47001614	47004609	NM_001135998.2	0	-	NDUFB11	ESSS,NP17.3,Np15	ENSG00000147123	ENST00000377811	47001715	47004078	47001614,47002012,47003871	47001839,47002143,47004609
2	201936461	201950473	NM_002491.2	0	+	NDUFB3	B12	ENSG00000119013	ENST00000237889	201943605	201950338	201936461,201943603,201950181	201936782,201943745,201950473
8	125551342	125562227	NM_005005.2	0	+	NDUFB9	B22,UQOR22,LYRM3	ENSG00000147684	ENST00000276689	125551427	125562133	125551342,125555327,125559240,125562001	125551528,125555520,125559354,125562227
2	206987802	207024243	NM_005006.6	0	-	NDUFS1	CI-75k	ENSG00000023228	ENST00000233190	206988908	207018402	206987802,206991262,206991433,206992520,206994811,206997668,207003208,207006664,207007409,207008741,207009615,207011626,207012254,207012476,207013743,207014541,207017142,207018341,207024064	206989000,206991335,206991568,206992696,206994966,206997829,207003338,207006793,207007555,207008856,207009750,207011812,207012385,207012558,207013820,207014649,207017234,207018406,207024243
1	161169104	161184184	NM_004550.4	0	+	NDUFS2	CI-49	ENSG00000158864	ENST00000367993	161172175	161183983	161169104,161171936,161173226,161176196,161178982,161179272,161179646,161179900,161180093,161180380,161182140,161183169,161183438,161183653,161183945	161169313,161172270,161173333,161176387,161179103,161179385,161179721,161179978,161180179,161180500,161182270,161183265,161183522,161183711,161184184
11	47600561	47606115	NM_004551.2	0	+	NDUFS3	CI-30	ENSG00000213619	ENST00000263774	47600643	47606033	47600561,47600820,47602076,47602386,47603639,47603900,47605865	47600710,47600886,47602174,47602536,47603765,47604020,47606115
5	52856464	52979171	NM_002495.2	0	+	NDUFS4	AQDQ,CI-18	ENSG00000164258	ENST00000296684	52856492	52979051	52856464,52899281,52942062,52954380,52978947	52856590,52899360,52942235,52954454,52979171
5	1801495	1816167	NM_004553.4	0	+	NDUFS6	CI-13kA	ENSG00000145494	ENST00000274137	1801531	1816030	1801495,1802434,1814452,1815964	1801663,1802488,1814575,1816167
19	1383882	1395588	NM_024407.4	0	+	NDUFS7	PSST,FLJ46880,FLJ45860,CI-20	ENSG00000115286	ENST00000233627	1383925	1395487	1383882,1387809,1388523,1388831,1390869,1391117,1393240,1395389	1383941,1387846,1388592,1388937,1391049,1391164,1393329,1395588
11	67798083	67804114	NM_002496.3	0	+	NDUFS8	TYKY,CI-23k	ENSG00000110717	ENST00000313468	67799618	67804060	67798083,67799618,67799752,67800389,67800577,67803719,67803928	67798200,67799676,67799803,67800479,67800750,67803848,67804114
11	67374322	67380012	NM_007103.3	0	+	NDUFV1	CI-51K	ENSG00000167792	ENST00000322776	67374475	67379929	67374322,67375866,67376022,67376922,67377851,67378465,67378873,67379367,67379590,67379842	67374547,67375949,67376193,67377106,67378041,67378678,67379040,67379449,67379736,67380012
18	9102627	9134343	NM_021074.4	0	+	NDUFV2	CI-24k	ENSG00000178127	ENST00000318388	9102741	9134277	9102627,9117835,9119323,9119471,9122510,9124871,9126828,9134183	9102795,9117901,9119386,9119588,9122679,9124981,9126905,9134343
20	34256609	34287287	NM_021100.4	0	-	NFS1	NifS,IscS	ENSG00000244005	ENST00000374092	34257543	34287210	34256609,34260676,34261522,34262271,34262433,34262966,34268658,34269809,34278334,34284298,34285605,34286402,34287113	34257607,34260766,34261606,34262353,34262539,34263124,34268793,34269903,34278487,34284382,34285722,34286512,34287287
2	69623244	69664760	NM_001002755.2	0	-	NFU1	CGI-33,NifU,NIFUC	ENSG00000169599	ENST00000410022	69623377	69664554	69623244,69627495,69633153,69642316,69646669,69650713,69659033,69664492	69623422,69627670,69633214,69642431,69646736,69650849,69659137,69664760
5	43602790	43705668	NM_012343.3	0	+	NNT		ENSG00000112992	ENST00000264663	43609297	43704506	43602790,43609244,43613009,43615949,43619133,43624133,43628301,43644293,43644712,43645458,43649248,43650578,43651840,43653119,43655941,43656754,43659272,43675612,43677826,43700220,43702722,43704356	43602992,43609448,43613239,43616167,43619221,43624222,43628489,43644427,43644904,43645612,43649410,43650689,43651986,43653315,43656175,43656915,43659452,43675772,43677908,43700339,43702838,43705668
14	32030590	32330429	NM_025152.2	0	+	NUBPL	FLJ12660,IND1,huInd1	ENSG00000151413	ENST00000281081	32030645	32328386	32030590,32031273,32034219,32068494,32142560,32142689,32256985,32295834,32315676,32319324,32328323	32030753,32031421,32034254,32068585,32142600,32142780,32257079,32295920,32315797,32319407,32330429
10	126085871	126107545	NM_000274.3	0	-	OAT	HOGA	ENSG00000065154	ENST00000368845	126086510	126100740	126085871,126089408,126090294,126091495,126092366,126094004,126097110,126097309,126100541,126107441	126086671,126089553,126090408,126091624,126092489,126094132,126097206,126097534,126100769,126107545
7	44646120	44748669	NM_002541.3	0	+	OGDH	E1k	ENSG00000105953	ENST00000222673	44663942	44747598	44646120,44663915,44684925,44687255,44706334,44713385,44714009,44714776,44715568,44721318,44733423,44734022,44735623,44736027,44736512,44736968,44737202,44737790,44739739,44741141,44746823,44747180,44747477	44646252,44664164,44685117,44687358,44706450,44713540,44714156,44714867,44715748,44721447,44733603,44734175,44735726,44736156,44736663,44737096,44737381,44737862,44739868,44741214,44746987,44747335,44748669
3	193310932	193415600	NM_015560.2	0	+	OPA1	NTG,KIAA0567,FLJ12460,NPG,MGM1	ENSG00000198836	ENST00000392438	193311166	193409916	193310932,193332511,193333462,193334966,193336657,193349400,193353206,193354983,193355740,193360553,193360763,193361161,193361316,193361763,193363341,193363516,193364853,193365858,193366583,193372650,193374868,193376675,193377270,193380610,193382668,193384084,193384958,193409851,193412394	193311198,193332830,193333559,193335074,193336725,193349454,193353311,193355070,193355854,193360634,193360838,193361233,193361416,193361894,193363414,193363589,193364969,193365923,193366660,193372816,193375021,193376784,193377350,193380751,193382785,193384178,193385069,193409921,193415600
19	46049538	46088122	NM_025136.3	0	-	OPA3	FLJ22187,MGA3	ENSG00000125741	ENST00000263275	46056771	46088022	46049538,46087880	46057169,46088122
X	38211735	38280703	NM_000531.5	0	+	OTC		ENSG00000036473	ENST00000039007	38211949	38280335	38211735,38226543,38229048,38240594,38260527,38262870,38267994,38268128,38271114,38280275	38212026,38226682,38229130,38240682,38260681,38262993,38268048,38268278,38271252,38280703
5	41730166	41870791	NM_000436.3	0	-	OXCT1	SCOT	ENSG00000083720	ENST00000196371	41731830	41870460	41730166,41739491,41749628,41762212,41794104,41794778,41801123,41803170,41805668,41807432,41840552,41842776,41850131,41853520,41861415,41862743,41870382	41731872,41739593,41749709,41762302,41794180,41794851,41801172,41803265,41805783,41807540,41840613,41842883,41850281,41853656,41861506,41862852,41870791
20	3869741	3904502	NM_153638.2	0	+	PANK2	HSS,FLJ11729,PKAN,HARP	ENSG00000125779	ENST00000316562	3869747	3903941	3869741,3888572,3891223,3893104,3897573,3899317,3903890	3870375,3888925,3891477,3893281,3897697,3899443,3904502
1	55222570	55230226	NM_152268.3	0	-	PARS2	DKFZp727A071	ENSG00000162396	ENST00000371279	55223406	55224834	55222570,55230133	55224863,55230226
11	66615996	66725847	NM_000920.3	0	-	PC	PCB	ENSG00000173599	ENST00000393958	66616369	66639630	66615996,66616700,66617081,66617407,66617690,66618144,66618510,66619260,66619909,66620217,66620709,66631244,66633657,66636316,66637772,66638245,66638522,66638785,66639157,66639494,66719900,66725792	66616618,66616841,66617330,66617587,66617935,66618394,66618751,66619417,66620131,66620307,66620854,66631427,66633820,66636435,66637924,66638363,66638668,66638951,66639342,66639630,66719939,66725847
X	19362010	19379825	NM_000284.3	0	+	PDHA1		ENSG00000131828	ENST00000545074	19362155	19377771	19362010,19367429,19368054,19369398,19371199,19372608,19373466,19373803,19375769,19377033,19377606	19362212,19367489,19368228,19369525,19371291,19372701,19373622,19373875,19375837,19377142,19379825
3	58413356	58419579	NM_000925.3	0	-	PDHB		ENSG00000168291	ENST00000302746	58413760	58419536	58413356,58414199,58415434,58415854,58416383,58417319,58417457,58417603,58419357,58419494	58413906,58414341,58415526,58415965,58416669,58417355,58417520,58417711,58419411,58419579
11	34937676	35017675	NM_003477.2	0	+	PDHX	E3BP,proX,PDX1,OPDX,DLDBP	ENSG00000110435	ENST00000448838	34938202	35016719	34937676,34952950,34969052,34978930,34981966,34988186,34991685,34999670,35006116,35013861,35016460	34938362,34953031,34969153,34979130,34982065,34988361,34991833,34999729,35006275,35013926,35017675
8	94929082	94938296	NM_018444.3	0	+	PDP1	PDP,PDH,PPM2A	ENSG00000164951	ENST00000297598	94934287	94935901	94929082,94934243	94929307,94938296
16	70147528	70195184	NM_017990.3	0	+	PDPR	PDP3	ENSG00000090857	ENST00000288050	70154395	70190782	70147528,70148723,70154363,70161162,70162686,70162861,70164325,70165204,70166053,70170096,70172801,70176136,70176455,70177412,70178323,70180036,70182366,70187293,70190377	70148343,70148833,70154622,70161296,70162768,70163025,70164447,70165322,70166203,70170289,70172926,70176292,70176589,70177561,70178436,70180131,70182456,70187476,70195184
10	26986594	27035726	NM_014317.3	0	+	PDSS1	TPT,COQ1	ENSG00000148459	ENST00000376215	26986640	27035402	26986594,26991090,26993605,26994214,26998566,27009146,27012734,27012942,27024168,27024394,27031425,27035261	26986769,26991123,26993670,26994323,26998697,27009288,27012846,27013052,27024249,27024508,27031506,27035726
6	107473760	107780779	NM_020381.3	0	-	PDSS2	bA59I9.3	ENSG00000164494	ENST00000369037	107475822	107780489	107473760,107515025,107531642,107533312,107566751,107595232,107655401,107780193	107475981,107515058,107531774,107533486,107566823,107595431,107655536,107780779
19	7694670	7696510	NM_001171155.1	0	+	PET100		ENSG00000229833	ENST00000594797	7694719	7696442	7694670,7695458,7695708,7696358	7694746,7695545,7695732,7696510
10	3179918	3215033	NM_014889.3	0	-	PITRM1	MP1,KIAA1104,hMP1,PreP	ENSG00000107959	ENST00000380989	3180222	3214964	3179918,3180426,3181095,3182878,3185580,3186483,3187787,3189341,3189763,3190178,3190362,3191812,3193438,3197782,3199121,3199626,3200231,3201105,3202039,3202395,3205916,3207429,3207604,3208420,3209127,3212295,3214908	3180316,3180529,3181241,3183004,3185693,3186558,3187908,3189442,3189929,3190255,3190483,3191945,3193555,3197921,3199256,3199723,3200345,3201234,3202128,3202522,3206077,3207526,3207719,3208572,3209234,3212398,3215033
9	139305024	139318213	NM_015160.2	0	+	PMPCA	KIAA0123,Alpha-MPP	ENSG00000165688	ENST00000371717	139305120	139317716	139305024,139306448,139306941,139307261,139309004,139310742,139311402,139312468,139313006,139313279,139313495,139316283,139317546	139305191,139306651,139307021,139307344,139309099,139310843,139311666,139312561,139313125,139313370,139313558,139316428,139318213
11	818900	825571	NM_020376.3	0	+	PNPLA2	desnutrin,TTS-2.2,ATGL,FP17548,iPLA2zeta	ENSG00000177666	ENST00000336615	819718	824862	818900,819573,821627,821957,822396,823526,823693,823997,824313,824522	818958,819905,821860,822023,822606,823587,823855,824130,824436,825571
X	7866803	7895475	NM_004650.2	0	-	PNPLA4	DXS1283E,GS2,iPLA2eta	ENSG00000006757	ENST00000381042	7868726	7894160	7866803,7870029,7880068,7889753,7890044,7893980,7895326	7868858,7870182,7880134,7889889,7890139,7894173,7895475
19	7599037	7626653	NM_006702.4	0	+	PNPLA6	NTE,sws,iPLA2delta,SPG39	ENSG00000032444	ENST00000221249	7600436	7626448	7599037,7599635,7600394,7600818,7601076,7601334,7604803,7605034,7605515,7605808,7606239,7606407,7606869,7607446,7607646,7607892,7614792,7615183,7615402,7615879,7616247,7618757,7619094,7619440,7619778,7620134,7620492,7621338,7621540,7622053,7623735,7625533,7625899,7626093,7626373	7599125,7599788,7600463,7600906,7601159,7601432,7604944,7605194,7605596,7605937,7606320,7606570,7606953,7607556,7607814,7607970,7614998,7615315,7615526,7615993,7616323,7618901,7619158,7619609,7619961,7620253,7620649,7621455,7621610,7622170,7624037,7625650,7625996,7626203,7626653
2	55861197	55921045	NM_033109.4	0	-	PNPT1	PNPase,OLD35,old-35	ENSG00000138035	ENST00000447944	55863371	55920958	55861197,55864686,55867761,55870292,55870453,55871771,55872483,55873393,55873549,55874481,55882034,55883265,55883439,55887291,55889090,55894125,55894996,55898453,55899129,55900027,55906816,55907846,55907989,55910919,55912077,55913504,55914779,55920797	55863527,55864734,55867840,55870348,55870560,55871855,55872567,55873457,55873621,55874588,55882088,55883355,55883506,55887328,55889161,55894228,55895093,55898511,55899181,55900214,55906930,55907894,55908053,55910969,55912183,55913579,55914840,55921045
15	89859535	89878026	NM_002693.2	0	-	POLG	POLG1,POLGA	ENSG00000140521	ENST00000268124	89859981	89876985	89859535,89860606,89861771,89862161,89862458,89863996,89864355,89864966,89865192,89865972,89866634,89867045,89867337,89868680,89869842,89870142,89870397,89871686,89871915,89872173,89873311,89876326,89877903	89860058,89860767,89861980,89862330,89862581,89864243,89864491,89865084,89865246,89866133,89866742,89867132,89867458,89868917,89869969,89870294,89870580,89871766,89872062,89872341,89873507,89877144,89878026
17	62473901	62493184	NM_007215.3	0	-	POLG2	MTPOLB,HP55	ENSG00000256525	ENST00000539111	62473939	62493086	62473901,62476405,62479035,62481844,62486912,62488783,62489011,62492524	62474105,62476506,62479116,62481985,62487086,62488889,62489138,62493184
7	99014361	99036462	NM_015545.3	0	-	PTCD1	KIAA0632	ENSG00000106246	ENST00000292478	99017589	99032865	99014361,99021397,99022417,99026725,99027210,99030900,99032412,99036314	99017772,99021580,99023239,99026827,99027429,99031041,99032891,99036462
17	57774666	57784856	NM_016077.3	0	-	PTRH2	BIT1,CGI-147,PTH2,CFAP37	ENSG00000141378	ENST00000393038	57774799	57775339	57774666,57784731	57775339,57784856
12	132413812	132428406	NM_025215.5	0	+	PUS1		ENSG00000177192	ENST00000376649	132414267	132428131	132413812,132414451,132416719,132423717,132425836,132428083	132414341,132414680,132416857,132423820,132426528,132428406
3	49133364	49142562	NM_005051.2	0	-	QARS		ENSG00000172053	ENST00000306125	49133461	49142166	49133364,49135424,49135624,49135785,49136032,49136317,49136542,49136776,49136942,49137193,49137393,49137622,49137812,49138007,49138787,49139052,49139260,49139637,49139851,49140777,49141063,49141295,49141756,49142049	49133512,49135550,49135691,49135913,49136125,49136422,49136686,49136864,49137080,49137286,49137524,49137731,49137891,49138107,49138874,49139138,49139332,49139698,49139905,49140842,49141139,49141405,49141904,49142562
6	107077440	107116292	NM_018292.4	0	+	QRSL1	GatA,FLJ10989,FLJ12189,DKFZP564C1278,FLJ13447	ENSG00000130348	ENST00000369046	107077556	107113877	107077440,107088223,107088697,107090868,107096899,107100083,107100341,107102604,107103489,107110854,107113656	107077580,107088383,107088796,107090965,107097076,107100259,107100457,107102797,107103607,107111060,107116292
6	88224095	88299735	NM_020320.3	0	-	RARS2	MGC14993,MGC23778,PRO1992,dJ382I10.6,DALRD2	ENSG00000146282	ENST00000369536	88224130	88299675	88224095,88224674,88226523,88227886,88228347,88228541,88229300,88229897,88231181,88234274,88239259,88240501,88251635,88255333,88258308,88265125,88272419,88273847,88279234,88299639	88224217,88224738,88226598,88227982,88228457,88228609,88229425,88229974,88231242,88234370,88239366,88240660,88251712,88255417,88258364,88265223,88272503,88273950,88279308,88299735
6	151725896	151773316	NM_017909.3	0	-	RMND1	bA351K16.3,FLJ20627,RMD1	ENSG00000155906	ENST00000367303	151726369	151766946	151725896,151726854,151738413,151742379,151743675,151744659,151748616,151751272,151754289,151757580,151766442,151773150	151726402,151726971,151738534,151742456,151743740,151744766,151748717,151751312,151754365,151757689,151766960,151773316
2	3592481	3605961	NM_002936.4	0	-	RNASEH1		ENSG00000171865	ENST00000315212	3593374	3605850	3592481,3595520,3596229,3596647,3597962,3599733,3604378,3605722	3593461,3595645,3596314,3596702,3598062,3599898,3604494,3605961
8	103216728	103251346	NM_015713.4	0	-	RRM2B	p53R2	ENSG00000048392	ENST00000251810	103220360	103251102	103216728,103225003,103226281,103231041,103236273,103237112,103238145,103244376,103251054	103220513,103225117,103226386,103231175,103236368,103237246,103238262,103244532,103251346
13	23902961	24007867	NM_014363.5	0	-	SACS	ARSACS,KIAA0730,DKFZp686B15167,DNAJC29,SPAX6,PPP1R138	ENSG00000151835	ENST00000382298	23904274	23985378	23902961,23927923,23928657,23932473,23939304,23942540,23945216,23949257,23985358,24007753	23915829,23928015,23930146,23932620,23939416,23942626,23945304,23949408,23985879,24007867
20	35520226	35580246	NM_015474.3	0	-	SAMHD1	SBBI88,Mg11,HDDC1,MOP-5,AGS5	ENSG00000101347	ENST00000262878	35521334	35580046	35520226,35526224,35526842,35532559,35533766,35539620,35540863,35545124,35545351,35547766,35555584,35559162,35563431,35569441,35575140,35579838	35521469,35526362,35526947,35532652,35533906,35539736,35540955,35545233,35545452,35547922,35555655,35559278,35563592,35569514,35575207,35580246
19	39405903	39421536	NM_017827.3	0	-	SARS2	FLJ20450,mtSerRS,SerRSmt,SARS,SERS,SYS	ENSG00000104835	ENST00000221431	39406245	39421376	39405903,39406480,39406676,39406860,39408363,39408560,39408733,39409061,39409405,39410401,39410725,39412031,39412166,39412877,39416844,39421109	39406389,39406546,39406769,39406954,39408473,39408648,39408779,39409170,39409453,39410507,39410789,39412086,39412307,39412907,39416940,39421536
17	10583648	10600885	NM_004589.3	0	-	SCO1		ENSG00000133028	ENST00000255390	10584435	10600824	10583648,10590043,10595188,10596080,10599057,10600551	10584570,10590159,10595281,10596278,10599148,10600885
22	50961996	50964034	NM_005138.2	0	-	SCO2	SCO1L	ENSG00000130489	ENST00000395693	50962039	50962840	50961996,50963900	50962853,50964034
5	218337	257197	NM_004168.3	0	+	SDHA	FP,SDHF	ENSG00000073578	ENST00000264932	218470	256535	218337,223596,224474,225533,225997,228299,230990,233591,235258,236542,240472,251106,251452,254507,256448	218533,223683,224636,225677,226162,228448,231115,233760,235454,236714,240591,251218,251583,254621,257197
19	36486089	36487220	NM_001042631.2	0	+	SDHAF1	LYRM8	ENSG00000205138	ENST00000378887	36486176	36486524	36486089	36487220
11	111957547	111966525	NM_003002.3	0	+	SDHD	cybS	ENSG00000204370	ENST00000375549	111957631	111965694	111957547,111958580,111959590,111965528	111957683,111958697,111959735,111966525
6	158530535	158589312	NM_032861.3	0	-	SERAC1	FLJ14917	ENSG00000122335	ENST00000367104	158532397	158579395	158530535,158534480,158535820,158537216,158538758,158540060,158541456,158549139,158551404,158564087,158565330,158567813,158569896,158571484,158576346,158579304,158589171	158532534,158534624,158536003,158537314,158538853,158540202,158541607,158549302,158551518,158564216,158565452,158567945,158569986,158571621,158576383,158579396,158589312
