# Genepanel: CortikalMalf Version: 02 Date: 2016-06-22 Post-processed: 2016-06-30 Genes removed: 2016-10-24
#chromosome	txStart	txEnd	refseq	score	strand	geneSymbol	geneAlias	eGeneID	eTranscriptID	cdsStart	cdsEnd	exonsStarts	exonEnds
10	70748476	70776739	NM_015634.3	0	+	KIAA1279		ENSG00000198954	ENST00000361983	70748588	70776172	70748476,70760179,70764801,70765487,70768596,70770655,70775296	70749014,70760278,70764881,70765671,70768681,70770771,70776739
10	94352824	94415152	NM_004523.3	0	+	KIF11	Eg5,HKSP,TRIP5	ENSG00000138160	ENST00000260731	94353132	94413553	94352824,94366021,94366375,94366915,94368776,94369141,94372796,94373133,94376493,94381141,94388564,94389932,94392242,94393379,94396940,94397143,94399550,94405119,94407968,94409591,94410157,94413421	94353209,94366154,94366473,94366994,94368962,94369266,94372887,94373376,94376589,94381230,94388652,94390121,94392450,94393552,94397066,94397302,94399657,94405399,94408191,94409743,94410274,94415152
5	61601988	61683011	NM_001098511.2	0	+	KIF2A	HK2	ENSG00000068796	ENST00000407818	61602299	61681396	61601988,61642956,61643874,61645892,61648414,61649101,61650985,61653517,61653963,61657068,61657292,61658276,61659004,61659521,61661069,61662240,61668264,61669513,61673487,61676944,61681310	61602363,61643051,61643994,61645947,61648537,61649202,61651081,61653572,61654126,61657159,61657356,61658368,61659147,61659726,61661180,61662308,61668378,61669664,61673589,61677080,61683011
2	149632791	149883273	NM_004522.2	0	+	KIF5C		ENSG00000168280	ENST00000414838	149633186	149868190	149632791,149679705,149686849,149793797,149798123,149798448,149799186,149803412,149806352,149806827,149818484,149829849,149835435,149837868,149840133,149847523,149850934,149853777,149854913,149856936,149857235,149861906,149864476,149866648,149868083,149879591	149633312,149679796,149686923,149793902,149798172,149798504,149799274,149803537,149806457,149806976,149818633,149830025,149835504,149838075,149840280,149847712,149851052,149853854,149855023,149857038,149857296,149861978,149864581,149866865,149868197,149883273
19	47978397	47987521	NM_007059.3	0	-	KPTN	2E4	ENSG00000118162	ENST00000338134	47978672	47987417	47978397,47979788,47980059,47980962,47983119,47983554,47984016,47984214,47986417,47986551,47986758,47987191	47978801,47979971,47980195,47981038,47983197,47983664,47984090,47984290,47986472,47986636,47986841,47987521
X	153126968	153141500	NM_000425.4	0	-	L1CAM	CD171	ENSG00000198910	ENST00000370057	153128117	153141291	153126968,153128822,153128931,153129337,153129776,153130039,153130275,153130542,153130753,153131158,153132103,153132508,153132810,153133254,153133452,153133756,153134015,153134295,153134974,153135257,153135510,153135842,153136244,153136511,153137606,153138046,153138682,153141215	153128349,153128834,153129004,153129472,153129932,153130159,153130449,153130665,153130955,153131274,153132326,153132579,153133008,153133365,153133577,153133913,153134182,153134407,153135118,153135389,153135695,153135954,153136415,153136634,153137809,153138152,153138697,153141500
6	129204285	129837710	NM_000426.3	0	+	LAMA2		ENSG00000196569	ENST00000421865	129204390	129837492	129204285,129371062,129380928,129419317,129465045,129468103,129470123,129475649,129486720,129498850,129511349,129513824,129571256,129573228,129581855,129588250,129591768,129601205,129608991,129612758,129618829,129621880,129634005,129635799,129636620,129636906,129637182,129641682,129649422,129663487,129670442,129674308,129687363,129691036,129704266,129712635,129714189,129722368,129723468,129724965,129748896,129759790,129761960,129763366,129766811,129774132,129775299,129777479,129781344,129785434,129786289,129794358,129796534,129799837,129802407,129807618,129813045,129813459,129823803,129824235,129826344,129828633,129833507,129835517,129837334	129204502,129371233,129381041,129419560,129465225,129468193,129470241,129475828,129486820,129499011,129511490,129513998,129571358,129573440,129581967,129588364,129591896,129601292,129609203,129612865,129619010,129622017,129634242,129635943,129636800,129637095,129637316,129641800,129649557,129663612,129670529,129674502,129687506,129691135,129704378,129712798,129714400,129722485,129723632,129725104,129748999,129759907,129762143,129763372,129766966,129774276,129775433,129777639,129781469,129785597,129786434,129794497,129796546,129799958,129802584,129807767,129813222,129813628,129823916,129824425,129826500,129828787,129833638,129835740,129837710
7	107564245	107643804	NM_002291.2	0	-	LAMB1		ENSG00000091136	ENST00000222399	107564395	107643330	107564245,107564674,107566627,107569508,107569856,107571800,107572618,107575859,107577537,107580433,107591670,107592453,107593974,107595911,107599693,107600135,107600889,107601650,107601993,107603349,107604996,107613436,107615430,107615678,107616133,107618491,107621053,107626466,107626619,107635331,107638801,107642002,107643293,107643555	107564532,107564834,107566804,107569650,107570064,107571945,107572822,107576101,107577722,107580803,107591767,107592668,107594199,107596075,107599925,107600279,107601094,107601774,107602121,107603508,107605132,107613516,107615543,107615858,107616322,107618612,107621256,107626530,107626808,107635405,107638937,107642178,107643416,107643804
9	133884503	133968446	NM_006059.3	0	+	LAMC3	DKFZp434E202	ENSG00000050555	ENST00000361069	133884601	133967174	133884503,133901671,133907431,133911552,133914250,133914517,133917023,133920910,133924406,133927877,133928236,133932315,133936421,133942346,133943464,133944294,133945058,133946870,133948016,133948631,133951217,133952573,133954535,133957445,133960910,133962862,133963104,133966923	133884974,133901976,133907562,133911719,133914439,133914635,133917122,133921047,133924517,133928070,133928352,133932534,133936610,133942592,133943618,133944437,133945237,133947012,133948222,133948708,133951352,133952721,133954685,133957548,133961110,133963009,133963204,133968446
22	33669061	34316416	NM_004737.4	0	-	LARGE		ENSG00000133424	ENST00000354992	33670412	34157463	33669061,33673045,33679187,33700214,33712070,33733631,33777904,33780177,33828146,33960833,34000420,34022227,34046352,34157357,34252727,34315982	33670610,33673241,33679334,33700493,33712234,33733787,33778030,33780290,33828251,33961005,34000544,34022310,34046654,34157545,34252790,34316416
8	6264112	6501140	NM_024596.3	0	+	MCPH1	FLJ12847,BRIT1	ENSG00000147316	ENST00000344683	6264188	6500570	6264112,6266799,6272285,6289019,6293568,6296473,6299587,6301913,6312663,6335114,6338234,6357372,6478974,6500514	6264210,6266891,6272404,6289107,6293683,6296617,6299677,6303068,6312773,6335152,6338397,6357450,6479212,6501140
X	70338405	70362304	NM_005120.2	0	+	MED12	CAGH45,HOPA,OPA1,TRAP230,KIAA0192,OKS	ENSG00000184634	ENST00000333646	70338604	70362068	70338405,70339222,70339535,70339863,70340820,70341176,70341411,70342049,70342357,70342587,70342944,70343443,70344008,70344613,70344825,70345200,70345512,70345885,70346190,70346818,70347185,70347742,70348145,70348447,70348963,70349165,70349529,70349884,70351399,70351922,70352226,70352694,70352972,70354206,70354562,70354941,70356130,70356728,70357036,70357407,70357575,70360484,70361079,70361732,70362024	70338703,70339327,70339727,70340020,70341002,70341287,70341666,70342196,70342457,70342724,70343076,70343570,70344238,70344694,70344996,70345345,70345563,70346004,70346334,70346982,70347317,70347970,70348290,70348568,70349065,70349279,70349705,70350064,70351471,70352056,70352388,70352806,70353062,70354316,70354698,70355103,70356505,70356879,70357233,70357485,70357793,70360707,70361220,70361814,70362304
22	50497819	50524358	NM_015166.3	0	-	MLC1	MLC,KIAA0027,LVM,VL	ENSG00000100427	ENST00000311597	50500011	50523331	50497819,50502462,50506861,50508955,50512644,50515269,50515829,50518346,50518772,50521512,50523154,50523783	50500086,50502627,50506984,50509012,50512761,50515341,50515931,50518448,50518826,50521602,50523390,50524358
1	11166587	11322608	NM_004958.3	0	-	MTOR	RAFT1,RAPT1,FLJ44809	ENSG00000198793	ENST00000361445	11167541	11319466	11166587,11168237,11169346,11169705,11172908,11174374,11174869,11175452,11177060,11181302,11182035,11184554,11186678,11187066,11187680,11188060,11188510,11188911,11189794,11190585,11193136,11194407,11199360,11199589,11204704,11205024,11206732,11210182,11217208,11227498,11259314,11259597,11264617,11269368,11270870,11272368,11272852,11273455,11276204,11288724,11290981,11291356,11292492,11293454,11294199,11297899,11298458,11300359,11301609,11303170,11307681,11307875,11313895,11316048,11316989,11318541,11319304,11322501	11167557,11168343,11169427,11169786,11172974,11174510,11174944,11175525,11177143,11181425,11182183,11184690,11186853,11187201,11187863,11188183,11188609,11189008,11189895,11190834,11193254,11194523,11199492,11199715,11204812,11205102,11206848,11210283,11217348,11227574,11259460,11259760,11264760,11269515,11270963,11272531,11272965,11273623,11276291,11288975,11291111,11291491,11292585,11293544,11294322,11298105,11298674,11300604,11301738,11303357,11307790,11308151,11314030,11316249,11317222,11318650,11319480,11322608
2	16080559	16087129	NM_005378.5	0	+	MYCN	bHLHe37,N-myc,MYCNOT	ENSG00000134323	ENST00000281043	16082186	16086219	16080559,16082069,16085614	16080865,16082976,16087129
8	90945563	90996899	NM_002485.4	0	-	NBN	ATV,AT-V2,AT-V1	ENSG00000104320	ENST00000265433	90947809	90996789	90945563,90949253,90955480,90958367,90960051,90965471,90967510,90970952,90976637,90982591,90983400,90990447,90992961,90993602,90994949,90996752	90947840,90949303,90955594,90958523,90960120,90965919,90967783,90971082,90976735,90982785,90983518,90990551,90993121,90993751,90995083,90996899
16	15737123	15820208	NM_001143979.1	0	+	NDE1	nudE,FLJ20101,NDE	ENSG00000072864	ENST00000396355	15758635	15818108	15737123,15743204,15758592,15761142,15771657,15781231,15785000,15788021,15790565,15818047	15737784,15743326,15758718,15761296,15771806,15781368,15785180,15788113,15790717,15820208
19	13106583	13209610	NM_002501.3	0	+	NFIX	NF1A	ENSG00000008441	ENST00000397661	13106651	13201184	13106583,13135834,13183860,13184235,13184719,13186348,13189426,13192493,13201112,13205448	13106678,13136366,13183923,13184310,13184840,13186485,13189549,13192669,13201204,13209610
5	176560832	176727214	NM_022455.4	0	+	NSD1	ARA267,FLJ22263,KMT3B	ENSG00000165671	ENST00000439151	176562104	176722460	176560832,176562087,176618884,176631120,176636636,176662821,176665237,176666756,176671195,176673678,176675181,176678730,176683951,176686989,176694562,176696602,176700672,176707565,176709465,176710787,176715819,176718954,176720832	176560953,176563031,176619020,176631293,176639196,176662946,176665508,176666866,176671271,176673797,176675325,176678854,176684152,176687169,176694719,176696808,176700785,176707835,176709582,176710929,176715926,176719159,176727214
X	151999510	152037907	NM_015922.2	0	+	NSDHL	XAP104,H105e3,SDR31E1	ENSG00000147383	ENST00000370274	152014868	152037660	151999510,152014825,152018808,152027313,152031139,152034362,152036114,152037327	151999661,152014976,152018967,152027460,152031268,152034505,152036217,152037907
5	68788118	68853931	NM_002538.3	0	+	OCLN	PPP1R115	ENSG00000197822	ENST00000355237	68800071	68849498	68788118,68800003,68804967,68809774,68830520,68840730,68843756,68847370,68849396	68788486,68800121,68805646,68809936,68830666,68840946,68843928,68847412,68853931
X	13752831	13787480	NM_003611.2	0	+	OFD1	71-7A,JBTS10	ENSG00000046651	ENST00000340096	13753190	13787227	13752831,13753366,13754596,13756964,13757120,13762533,13764437,13764898,13767545,13769367,13771486,13773269,13774696,13775778,13776455,13778233,13779203,13780462,13781863,13785245,13786172,13786836,13787184	13753202,13753465,13754797,13757033,13757151,13762638,13764574,13765072,13767652,13769487,13771560,13773361,13774886,13775909,13776567,13778839,13779330,13780563,13781974,13785403,13786343,13786904,13787480
X	67262185	67653299	NM_002547.2	0	-	OPHN1	OPN1,ARHGAP41	ENSG00000079482	ENST00000355520	67268265	67652862	67262185,67268257,67272381,67273486,67283695,67292993,67316711,67331695,67333022,67339089,67412760,67413731,67414306,67417027,67421460,67426414,67429994,67431949,67433703,67454328,67494579,67502897,67518842,67652708,67653009	67267005,67268299,67272432,67273652,67284019,67293141,67316871,67331801,67333081,67339174,67412835,67413794,67414340,67417106,67421552,67426515,67430124,67432054,67433814,67454430,67494651,67502959,67518938,67652866,67653299
17	2496922	2588909	NM_000430.3	0	+	PAFAH1B1	LIS1,PAFAH,NudF	ENSG00000007168	ENST00000397195	2541582	2585096	2496922,2541392,2568665,2569309,2570285,2573456,2575948,2577353,2579798,2583457,2585022	2497300,2541614,2568750,2569384,2570492,2573625,2576051,2577582,2579900,2583614,2588909
21	47744035	47865682	NM_006031.5	0	+	PCNT	KEN,KIAA0402,PCN,PCNTB,SCKL4	ENSG00000160299	ENST00000359568	47744142	47865240	47744035,47746290,47754310,47766041,47766656,47767370,47768925,47769597,47771342,47773017,47773900,47775366,47776888,47783394,47786498,47801608,47805746,47808656,47809113,47810584,47811078,47817178,47817927,47818148,47819503,47821464,47822244,47831102,47832750,47835982,47838117,47841883,47845744,47847535,47848308,47849923,47850420,47851442,47855816,47856891,47858076,47859995,47860767,47862409,47863722,47864606,47865196	47744196,47746503,47754682,47766122,47766912,47767426,47769100,47769734,47771454,47773240,47773982,47775541,47777106,47783849,47787054,47801755,47805898,47808799,47809346,47810747,47811291,47817408,47818044,47818169,47819710,47821635,47822397,47831981,47832906,47836753,47838220,47842038,47845885,47847709,47848504,47850146,47850571,47852129,47856061,47856994,47858250,47860115,47860997,47862486,47863861,47864734,47865682
3	178866310	178952497	NM_006218.2	0	+	PIK3CA	PI3K	ENSG00000121879	ENST00000263967	178916613	178952152	178866310,178916537,178917477,178919077,178921331,178922290,178927382,178927973,178928218,178935997,178936983,178937358,178937736,178938773,178941868,178942487,178943749,178947059,178947791,178948012,178951881	178866391,178916965,178917687,178919328,178921577,178922376,178927488,178928126,178928353,178936122,178937065,178937523,178937840,178938945,178941975,178942609,178943828,178947230,178947909,178948164,178952497
19	18263987	18281343	NM_005027.3	0	+	PIK3R2	P85B,p85	ENSG00000105647	ENST00000222254	18266689	18280104	18263987,18266266,18271280,18271728,18271863,18272088,18272775,18273011,18273217,18273776,18274072,18276969,18277939,18279284,18279535,18279896	18264104,18267011,18271373,18271779,18271995,18272305,18272861,18273120,18273316,18273957,18274198,18277112,18278116,18279356,18279706,18281343
4	128802015	128820377	NM_014264.4	0	+	PLK4	Sak	ENSG00000142731	ENST00000270861	128802289	128819696	128802015,128802985,128804416,128804593,128806862,128808550,128811020,128812246,128812733,128813519,128814439,128814667,128814888,128816107,128817955,128819593	128802319,128803081,128804512,128804708,128807883,128808651,128811391,128812351,128812836,128813669,128814573,128814759,128815036,128816248,128818062,128820377
19	50364459	50370822	NM_007254.3	0	-	PNKP	PNK	ENSG00000039650	ENST00000322344	50364504	50370461	50364459,50364705,50364864,50365028,50365300,50365441,50365627,50365794,50365946,50366945,50367220,50367435,50367580,50368383,50369655,50370310,50370725	50364622,50364767,50364952,50365138,50365362,50365538,50365720,50365865,50365995,50367017,50367328,50367493,50367660,50368683,50369702,50370474,50370822
1	46654352	46664121	NM_017739.3	0	-	POMGNT1	FLJ20277,MGAT1.2,LGMD2O	ENSG00000085998	ENST00000371984	46654941	46663493	46654352,46655129,46655525,46656144,46656391,46657769,46657979,46658189,46658571,46658845,46658976,46659235,46659526,46659945,46660224,46660515,46661482,46661683,46662402,46662641,46663373,46664007	46655029,46655239,46655661,46656189,46656456,46657895,46658108,46658262,46658630,46658887,46659060,46659311,46659597,46660073,46660323,46660633,46661596,46661749,46662521,46662756,46663543,46664121
3	43120720	43147575	NM_032806.5	0	-	POMGNT2	FLJ14566,AGO61	ENSG00000144647	ENST00000344697	43121180	43122923	43120720,43147327	43123028,43147575
8	42948648	42978323	NM_032237.4	0	+	POMK	FLJ23356,SgK196	ENSG00000185900	ENST00000331373	42958691	42978020	42948648,42952666,42957647,42958670,42977249	42948706,42952758,42957743,42958973,42978323
9	134378288	134399193	NM_007171.3	0	+	POMT1	LGMD2K	ENSG00000130714	ENST00000372228	134379605	134398493	134378288,134379575,134381500,134381789,134382754,134384297,134385129,134385289,134385646,134386723,134387427,134388625,134390812,134393831,134394223,134394775,134395466,134396732,134397433,134398318	134378460,134379727,134381607,134381840,134382901,134384409,134385195,134385449,134385802,134386854,134387523,134388718,134390909,134393924,134394344,134394873,134395580,134396859,134397611,134399193
14	77741298	77787225	NM_013382.5	0	-	POMT2	LGMD2N	ENSG00000009830	ENST00000261534	77743718	77787024	77741298,77744736,77745071,77746165,77746363,77746734,77750139,77751292,77751823,77753086,77755104,77757656,77762506,77765031,77765797,77767432,77769177,77771034,77772679,77778291,77786776	77743824,77744851,77745212,77746271,77746423,77746806,77750216,77751384,77751975,77753165,77755174,77757723,77762616,77765114,77765904,77767592,77769286,77771143,77772784,77778376,77787225
10	89623194	89731687	NM_000314.5	0	+	PTEN	MMAC1,TEP1,PTEN1	ENSG00000171862	ENST00000371953	89624226	89725229	89623194,89653781,89685269,89690802,89692769,89711874,89717609,89720650,89725043	89624305,89653866,89685314,89690846,89693008,89712016,89717776,89720875,89731687
10	23481459	23483181	NM_178161.2	0	+	PTF1A	PTF1-p48,bHLHa29	ENSG00000168267	ENST00000376504	23481459	23482835	23481459,23482632	23482243,23483181
3	49133364	49142562	NM_005051.2	0	-	QARS		ENSG00000172053	ENST00000306125	49133461	49142166	49133364,49135424,49135624,49135785,49136032,49136317,49136542,49136776,49136942,49137193,49137393,49137622,49137812,49138007,49138787,49139052,49139260,49139637,49139851,49140777,49141063,49141295,49141756,49142049	49133512,49135550,49135691,49135913,49136125,49136422,49136686,49136864,49137080,49137286,49137524,49137731,49137891,49138107,49138874,49139138,49139332,49139698,49139905,49140842,49141139,49141405,49141904,49142562
10	27793102	27831166	NM_021252.4	0	+	RAB18		ENSG00000099246	ENST00000356940	27793298	27826980	27793102,27798803,27815756,27821435,27822663,27822856,27826804	27793366,27798859,27815818,27821508,27822782,27822923,27831166
2	135809834	135928279	NM_012233.2	0	+	RAB3GAP1	RAB3GAP,KIAA0066,RAB3GAP130,WARBM1	ENSG00000115839	ENST00000264158	135809877	135926351	135809834,135809999,135815580,135848567,135851184,135870720,135872785,135878388,135881734,135883750,135884152,135887564,135888121,135890464,135891430,135892834,135893133,135907938,135911218,135920124,135920317,135920555,135922163,135926114	135809895,135810055,135815656,135848700,135851263,135870840,135872951,135878488,135881816,135883819,135884226,135887657,135888291,135890554,135891603,135892889,135893502,135908076,135911446,135920221,135920421,135920671,135922266,135928279
1	220321609	220445843	NM_012414.3	0	-	RAB3GAP2	RAB3-GAP150,KIAA0839,DKFZP434D245,SPG69	ENSG00000118873	ENST00000358951	220324592	220445679	220321609,220324947,220326526,220327309,220330611,220331143,220332727,220335539,220338074,220340634,220340843,220344233,220345230,220345978,220355598,220356055,220357377,220358992,220363044,220363405,220363718,220364409,220366581,220368419,220368639,220369591,220375617,220379248,220383729,220384142,220384296,220386228,220387197,220406140,220445564	220324748,220325106,220326748,220327399,220330830,220331218,220332763,220335610,220338141,220340741,220341017,220344462,220345391,220346084,220355692,220356273,220357505,220359083,220363109,220363488,220363862,220364626,220366721,220368509,220368719,220369740,220375716,220379348,220383831,220384218,220384344,220386310,220387321,220406205,220445843
6	88224095	88299735	NM_020320.3	0	-	RARS2	MGC14993,MGC23778,PRO1992,dJ382I10.6,DALRD2	ENSG00000146282	ENST00000369536	88224130	88299675	88224095,88224674,88226523,88227886,88228347,88228541,88229300,88229897,88231181,88234274,88239259,88240501,88251635,88255333,88258308,88265125,88272419,88273847,88279234,88299639	88224217,88224738,88226598,88227982,88228457,88228609,88229425,88229974,88231242,88234370,88239366,88240660,88251712,88255417,88258364,88265223,88272503,88273950,88279308,88299735
18	20513294	20606449	NM_002894.2	0	+	RBBP8	CtIP,RIM,COM1	ENSG00000101773	ENST00000327155	20516814	20606203	20513294,20516716,20526406,20529580,20548768,20555115,20562180,20564848,20569183,20570899,20572710,20573683,20576336,20577582,20581548,20586325,20596790,20602091,20606105	20513527,20516923,20526449,20529676,20548881,20555182,20562356,20564953,20569281,20571012,20573602,20573810,20576425,20577697,20581692,20586395,20596887,20602233,20606449
X	47004616	47046214	NM_005676.4	0	+	RBM10	DXS8237E,KIAA0122,GPATC9,ZRANB5,GPATCH9	ENSG00000182872	ENST00000377604	47006880	47045998	47004616,47006755,47028713,47030426,47032526,47034417,47035898,47038501,47038717,47039278,47039610,47039817,47040613,47040905,47041147,47041349,47041560,47044453,47044700,47044840,47045114,47045463,47045656,47045872	47004884,47006897,47028897,47030657,47032596,47034491,47035985,47038562,47038894,47039439,47039708,47039905,47040800,47041045,47041265,47041441,47041725,47044603,47044766,47045029,47045189,47045570,47045786,47046214
7	103112230	103629963	NM_005045.3	0	-	RELN	RL,PRO1598	ENSG00000189056	ENST00000428762	103113258	103629803	103112230,103113448,103123319,103124099,103126643,103130188,103131114,103132399,103136169,103136972,103138266,103138523,103141191,103143462,103151297,103155631,103159769,103162468,103163837,103175762,103179524,103180643,103183177,103185570,103191513,103193907,103194106,103197423,103198411,103201978,103202259,103205724,103206670,103207047,103212630,103214538,103215994,103230042,103234128,103234767,103236902,103243750,103244792,103251141,103252057,103270386,103275871,103276681,103280989,103290720,103292107,103292997,103294539,103301822,103322562,103338299,103341356,103363586,103368557,103389872,103393628,103417003,103473983,103557521,103629577	103113356,103113453,103123418,103124297,103126863,103130346,103131276,103132473,103136345,103137215,103138373,103138699,103141369,103143677,103151452,103155888,103159963,103162646,103163978,103175931,103179774,103180902,103183325,103185791,103191743,103194010,103194278,103197606,103198496,103202156,103202400,103205998,103206859,103207206,103212707,103214746,103216152,103230275,103234329,103234939,103237108,103243937,103244930,103251254,103252250,103270623,103276033,103276915,103281056,103290830,103292236,103293206,103294652,103301974,103322708,103338540,103341453,103363638,103368654,103389951,103393661,103417074,103474119,103557632,103629963
20	62289162	62327606	NM_032957.4	0	+	RTEL1	bK3184A7.3,NHL,DKFZP434C013,KIAA1088,RTEL	ENSG00000258366	ENST00000370018	62290755	62327138	62289162,62290585,62292650,62293202,62293826,62294181,62297356,62298821,62303908,62305292,62309497,62309620,62311201,62312016,62316875,62317143,62318990,62319289,62319491,62319653,62319880,62320407,62320854,62321102,62321439,62321646,62322157,62323094,62324157,62324495,62325724,62326093,62326418,62326680,62327130	62289819,62290857,62292849,62293296,62293980,62294242,62297432,62298906,62303974,62305446,62309536,62309699,62311299,62312072,62316950,62317225,62319123,62319403,62319532,62319739,62319958,62320485,62321001,62321218,62321563,62321794,62322300,62323190,62324356,62324636,62325841,62326327,62326574,62326833,62327606
18	67671042	67872962	NM_173630.3	0	-	RTTN	DKFZP434G145	ENSG00000176225	ENST00000255674	67671386	67872894	67671042,67672433,67673616,67684642,67687850,67691957,67695959,67697247,67698111,67715206,67718646,67721366,67724977,67727085,67733064,67741141,67742587,67753848,67755224,67759345,67759911,67776733,67781680,67788791,67794737,67795593,67801708,67802419,67806834,67807335,67809523,67812847,67816136,67817206,67817843,67833297,67834154,67836090,67843910,67855343,67857773,67860523,67863736,67864859,67866649,67869129,67871321,67872363,67872863	67671472,67672503,67673720,67684910,67688053,67692084,67696037,67697345,67698217,67715424,67718784,67721520,67725068,67727278,67733158,67741230,67742777,67753920,67755383,67759456,67760040,67776953,67781835,67788936,67794977,67795782,67801777,67802516,67806952,67807424,67809623,67813019,67816273,67817323,67817969,67833424,67834267,67836303,67844081,67855459,67857955,67860689,67863884,67864974,67866740,67869219,67871499,67872551,67872962
4	25121626	25162204	NM_016955.3	0	-	SEPSECS	SLA/LP,SLA	ENSG00000109618	ENST00000382103	25125552	25161991	25121626,25127315,25128885,25146395,25146625,25153581,25156619,25157658,25158477,25160574,25161877	25125847,25127406,25128979,25146487,25146755,25153684,25156773,25157817,25158596,25160729,25162204
17	73269060	73285530	NM_021734.4	0	-	SLC25A19	DNC,MUP1,TPC	ENSG00000125454	ENST00000580994	73269531	73282845	73269060,73273433,73274232,73279503,73282384,73282713,73284468,73285434	73269720,73273564,73274416,73279674,73282540,73282883,73284542,73285530
22	21213291	21245501	NM_004782.3	0	+	SNAP29	SNAP-29,CEDNIK	ENSG00000099940	ENST00000215730	21213398	21242124	21213291,21224624,21235336,21237758,21241966	21213635,21224821,21235422,21237857,21245501
4	56212387	56239266	NM_024592.4	0	+	SRD5A3	FLJ13352,SRD5A2L,SRD5A2L1	ENSG00000128039	ENST00000264228	56212503	56236258	56212387,56225512,56230240,56233754,56235998	56212724,56225655,56230438,56233889,56239266
2	74056113	74094295	NM_006463.4	0	+	STAMBP	AMSH	ENSG00000124356	ENST00000394073	74057983	74089386	74056113,74056531,74057971,74071939,74072293,74074513,74076489,74077502,74086380,74087178,74089329	74056197,74056637,74058186,74072015,74072389,74074880,74076614,74077640,74086493,74087278,74094295
1	47715810	47779819	NM_003035.2	0	-	STIL	MCPH7	ENSG00000123473	ENST00000337817	47716807	47775991	47715810,47725960,47728574,47735306,47737747,47745912,47748016,47753222,47755106,47759129,47761436,47765576,47767232,47767905,47770560,47775947,47779707	47717594,47726211,47728785,47735538,47737913,47746881,47748131,47753332,47755257,47759216,47761520,47765824,47767420,47768018,47770668,47776034,47779819
17	61780191	61819330	NM_153335.5	0	-	STRADA	NY-BR-96,LYK5,Stlk,STRAD	ENSG00000266173	ENST00000392950	61781642	61805729	61780191,61783994,61784606,61787850,61788087,61790765,61791365,61805717,61819100	61781942,61784099,61784778,61787974,61788196,61790887,61791468,61805773,61819330
20	416120	443197	NM_144628.3	0	-	TBC1D20	dJ852M4.2	ENSG00000125875	ENST00000354200	419229	443049	416120,419751,420891,422231,422500,425693,428532,442979	419485,419939,421033,422333,422687,425774,428718,443197
6	13305183	13328815	NM_001143965.3	0	-	TBC1D7	dJ257A7.3,FLJ32666	ENSG00000145979	ENST00000356436	13305332	13327130	13305183,13306629,13307831,13316802,13321139,13325325,13327018,13328687	13305419,13306759,13307977,13316940,13321327,13325406,13327138,13328815
12	64173582	64203338	NM_014254.2	0	+	TMEM5	HP10481	ENSG00000118600	ENST00000261234	64173740	64202872	64173582,64174798,64178749,64195870,64199013,64202454	64173909,64174954,64178852,64196185,64199184,64203338
3	49866027	49893992	NM_005879.2	0	-	TRAIP	TRIP,RNF206	ENSG00000183763	ENST00000331456	49866535	49893886	49866027,49866890,49867049,49867452,49869348,49877204,49877716,49878417,49879258,49879885,49881233,49881973,49884957,49885575,49893788	49866658,49866941,49867199,49867501,49869501,49877293,49877806,49878505,49879372,49879980,49881361,49882013,49885041,49885633,49893992
9	135766734	135820020	NM_000368.4	0	-	TSC1	KIAA0243,LAM,hamartin	ENSG00000165699	ENST00000298552	135771621	135804259	135766734,135772570,135772809,135776101,135776975,135777991,135779037,135779797,135780967,135782117,135782687,135785957,135786388,135786839,135787668,135796749,135797205,135798734,135800973,135802587,135804153,135810419,135819929	135772141,135772732,135772997,135776224,135777086,135778174,135779204,135779841,135781526,135782222,135782757,135786079,135786500,135786955,135787844,135796823,135797360,135798879,135801126,135802691,135804339,135810482,135820020
16	2097989	2138713	NM_000548.3	0	+	TSC2	tuberin,LAM,PPP1R160	ENSG00000103197	ENST00000219476	2098616	2138611	2097989,2098587,2100400,2103342,2104296,2105402,2106196,2106644,2107105,2108747,2110670,2111871,2112497,2112972,2114272,2115519,2120456,2121510,2121784,2122241,2122849,2124200,2125799,2126068,2126491,2127598,2129032,2129276,2129557,2130165,2131595,2132436,2133695,2134228,2134951,2135230,2136193,2136732,2137863,2138048,2138227,2138446	2098066,2098754,2100487,2103453,2104441,2105520,2106245,2106770,2107179,2108874,2110814,2112009,2112601,2113054,2114428,2115636,2120579,2121617,2121935,2122364,2122984,2124390,2125893,2126171,2126586,2127727,2129197,2129429,2129670,2130378,2131799,2132505,2133817,2134716,2135027,2135323,2136380,2136872,2137942,2138140,2138326,2138713
3	12526009	12574820	NM_025265.3	0	+	TSEN2	SEN2,SEN2L,MGC2776	ENSG00000154743	ENST00000284995	12531299	12574220	12526009,12531282,12533634,12538016,12544760,12546652,12558109,12560557,12570386,12571260,12573068,12574160	12526379,12531488,12533716,12538053,12545283,12546730,12558160,12560696,12570423,12571372,12573158,12574820
17	73512608	73520820	NM_207346.2	0	+	TSEN54	SEN54,SEN54L	ENSG00000182173	ENST00000333213	73512641	73520493	73512608,73512826,73513089,73513241,73513637,73515075,73517489,73517785,73519355,73519743,73520342	73512697,73512991,73513153,73513325,73513736,73515128,73517591,73518414,73519416,73519860,73520820
12	49578577	49583107	NM_006009.3	0	-	TUBA1A	TUBA3,B-ALPHA-1,FLJ25113	ENSG00000167552	ENST00000301071	49578792	49582762	49578577,49580092,49580393,49582759	49579773,49580241,49580616,49583107
